StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,2,340,3,3,0,0,2,0,2,2,0
1,1,343,2,2,1,1,1,3,0,3,1
2,2,305,3,1,1,1,2,1,2,3,1
3,0,17,0,0,0,1,0,0,0,0,0
8,0,12,0,1,0,0,0,0,0,0,0
16,2,17,0,0,0,0,0,0,0,0,0
24,0,11,0,0,0,0,0,1,0,0,0
649,0,16,0,0,0,0,1,0,0,0,0
657,0,16,0,1,0,0,0,0,0,0,0
1284,0,2,3,3,2,0,3,1,1,366,3
1285,2,2,1,5,1,345,2,1,0,0,0
1286,2,2,3,0,2,308,1,0,0,1,4
1287,0,1,0,0,0,0,0,0,0,22,0
1290,0,1,0,16,0,0,0,0,0,0,0
1292,0,1,0,0,0,0,0,0,0,18,0
1293,0,0,0,0,1,0,0,0,0,22,0
1298,0,8,0,0,0,0,0,0,0,0,0
1300,0,0,1,0,0,0,0,2,0,25,0
1301,1,0,1,1,0,24,0,0,0,1,2
1305,0,9,0,0,0,0,0,0,1,0,0
1308,0,0,0,0,0,0,1,0,0,18,0
1309,0,0,0,0,0,1,0,0,0,14,0
1419,0,0,0,0,0,0,0,0,0,10,0
1422,1,0,0,0,0,0,0,0,0,3,0
1440,3,3,4,1,3,382,0,2,5,3,82
1441,0,0,0,1,1,1,1,27,38,0,2
1442,0,0,1,17,0,0,1,20,0,0,20
1443,1,0,2,0,0,0,0,3,1,0,192
1444,380,1,1,7,4,2,5,1,5,3,77
1445,0,0,0,0,0,0,0,5,0,0,1
1446,1,0,0,0,0,0,0,0,3,0,1
1447,0,0,0,0,0,0,0,28,0,0,0
1448,0,0,0,0,0,0,11,0,1,0,4
1449,1,0,3,1,0,1,36,1,2,0,0
1450,0,0,1,0,0,0,31,0,0,0,1
1452,2,0,0,0,0,0,20,1,1,0,5
1456,1,0,1,1,1,66,0,1,1,0,3
1457,0,0,12,0,1,0,0,8,1,1,0
1460,50,2,4,0,1,1,2,1,2,1,16
1464,0,0,0,0,0,0,10,1,0,0,0
1465,0,0,1,0,0,1,12,1,1,0,1
1468,0,0,1,0,0,0,24,0,0,0,2
1811,0,0,1,1,0,10,0,0,0,0,0
1814,0,0,0,0,1,13,0,0,0,0,1
1856,1,1,3,1,37,0,1,0,0,0,41
1857,0,4,1,5,3,1,2,1,1,326,29
1858,1,0,1,26,1,0,2,1,0,20,0
1859,0,0,0,13,1,0,0,0,0,0,0
1860,1,0,0,0,19,0,0,1,0,0,1
1861,1,1,3,352,4,1,0,0,0,1,1
1862,2,1,1,305,2,2,1,1,0,1,1
1863,1,0,0,5,0,0,0,0,0,0,1
1864,0,0,0,0,1,0,23,1,0,0,17
1865,0,0,0,1,1,0,16,0,0,0,0
1868,1,0,0,0,0,0,10,0,0,0,0
1872,0,1,9,0,1,0,0,0,0,0,1
1873,0,0,15,0,1,0,0,1,1,0,0
1874,0,0,37,0,0,1,0,0,0,1,0
1876,0,1,5,0,0,0,0,0,1,0,0
1880,0,0,8,0,0,0,0,0,0,0,0
1881,0,0,10,0,0,0,0,0,0,1,0
1884,0,0,9,0,0,0,0,0,0,0,0
