StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,2,313,3,1,2,2,2,1,1,1,1
1,1,314,0,1,0,2,2,0,1,0,0
2,3,328,0,1,0,2,1,2,0,2,3
3,0,6,0,0,0,0,0,0,0,0,0
8,0,5,0,0,0,0,0,0,0,1,0
16,0,17,0,0,0,0,0,0,0,0,0
24,0,9,0,0,0,0,0,0,0,0,0
649,0,13,0,0,1,0,0,0,0,0,0
657,0,13,0,0,0,0,0,0,0,0,0
1284,2,1,5,1,1,315,0,1,2,2,4
1285,2,0,0,1,2,3,0,1,2,315,3
1286,3,0,0,3,3,0,0,329,0,2,1
1287,0,0,0,0,0,12,0,0,0,0,0
1290,0,0,0,0,0,21,0,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,11,0
1293,0,0,2,0,0,0,0,0,0,20,0
1298,0,15,0,0,0,0,0,0,0,0,1
1300,0,0,0,0,0,0,1,0,0,25,0
1301,0,0,0,0,0,0,1,0,0,18,1
1305,0,10,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,14,0,0,0,0,0
1309,1,0,0,0,0,0,0,0,0,14,0
1419,0,0,0,0,0,0,1,0,0,4,1
1422,0,1,1,1,0,2,2,2,1,328,1
1440,3,1,3,6,0,72,2,2,3,3,81
1441,0,0,0,0,4,1,1,152,1,0,101
1442,1,0,0,16,0,0,0,12,1,0,1
1443,0,0,0,0,0,0,0,11,0,0,0
1444,18,1,0,1,1,0,1,0,1,1,41
1445,0,1,1,0,0,1,0,316,1,1,3
1446,0,0,0,0,0,0,0,0,3,0,1
1447,0,0,0,0,0,0,0,6,0,0,1
1448,0,0,1,0,0,1,13,0,1,0,5
1449,0,0,0,0,0,1,155,0,1,0,2
1450,0,0,0,0,1,0,17,0,0,0,1
1452,1,0,0,0,0,0,11,0,1,0,1
1456,1,0,45,2,0,1,0,1,1,1,27
1457,0,1,4,0,0,0,0,93,1,0,24
1460,23,1,4,0,0,0,0,0,1,0,16
1464,0,0,0,0,0,0,11,0,0,0,0
1465,0,0,1,1,0,0,95,0,1,0,1
1468,1,0,1,0,0,0,0,0,0,0,1
1811,0,0,0,1,0,11,0,0,0,0,1
1814,0,1,0,0,1,22,0,0,0,0,0
1856,2,5,2,5,3,5,6,1,3,366,45
1857,2,1,7,14,5,0,0,1,1,332,41
1858,0,0,1,42,19,0,0,0,0,1,0
1859,0,0,0,9,1,0,0,0,0,0,0
1860,345,3,2,3,2,1,3,2,3,1,49
1861,7,0,0,0,1,0,0,0,0,0,4
1862,2,0,0,0,0,0,0,0,0,0,0
1863,0,0,0,15,1,0,0,0,0,0,0
1864,0,0,0,0,1,0,16,0,0,0,6
1865,0,0,0,0,1,0,16,0,0,0,1
1868,1,0,0,0,0,0,24,1,0,0,0
1872,0,0,15,0,1,0,0,0,0,0,1
1873,0,0,18,0,1,0,0,0,0,0,1
1874,0,0,53,1,1,0,0,0,1,0,0
1876,1,0,8,0,1,0,0,0,0,0,1
1880,0,0,7,0,1,0,1,0,0,0,1
1881,0,0,8,0,0,0,0,0,0,0,0
1884,0,0,17,0,2,0,0,0,0,0,0
