StateIndex,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,16.48,-0.68,0.00,191.30,22.41,10.01,45.70,15.65,0.00
1,16.26,2.80,17.30,27.33,1.59,6.05,6.58,191.30,9.28
2,0.00,24.14,28.36,191.30,10.86,9.25,2.13,27.87,2.13
3,-0.60,0.00,-0.60,0.00,0.30,94.63,-0.60,0.00,0.00
4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.07,0.00
8,140.37,0.00,0.00,0.00,-1.14,-0.60,0.00,0.00,0.00
12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.62,0.00
69,0.00,0.00,0.00,0.00,110.34,-0.60,0.00,0.00,0.00
134,0.00,0.00,-0.60,116.98,0.00,-0.60,-0.60,0.00,0.00
199,0.00,0.00,0.00,0.00,-18.20,0.00,0.00,63.69,0.00
208,-0.07,0.00,0.00,0.00,0.00,4.11,71.35,3.45,0.07
209,15.65,3.89,12.83,102.00,0.00,0.15,0.00,38.69,0.00
210,0.31,0.00,-0.35,83.10,6.79,0.15,-8.27,1.50,0.44
211,0.00,101.53,0.00,0.00,0.59,0.47,0.00,0.00,6.42
212,0.00,0.00,-0.35,0.00,62.90,0.00,0.00,0.00,0.00
213,0.00,0.00,-0.35,78.67,0.00,0.00,0.00,0.15,0.00
214,0.00,0.00,0.00,76.07,0.00,0.00,0.00,0.00,0.00
215,0.00,0.00,0.00,0.00,87.34,0.00,0.00,0.00,0.00
216,0.00,0.00,-0.35,78.67,1.07,0.00,0.00,1.07,0.00
220,0.00,-0.23,0.00,90.84,0.00,8.55,0.00,0.00,0.02
265,0.00,0.30,0.00,0.00,-0.60,0.00,0.00,113.97,0.00
333,-1.80,-0.60,-0.60,74.87,-0.38,0.00,0.00,0.00,-0.60
473,-1.85,-0.31,0.57,94.68,1.89,0.29,0.00,2.98,0.00
477,-0.94,0.00,0.00,0.00,0.00,13.89,-10.05,0.00,-0.09
522,0.00,0.00,-0.25,0.00,1.60,118.61,0.86,0.00,1.09
654,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.80,-0.60
730,-5.56,2.79,2.72,0.00,15.00,0.19,-21.08,1.92,2.63
734,0.00,0.00,0.00,10.20,14.88,0.00,0.00,0.00,0.00
779,0.00,0.00,13.59,0.29,0.07,10.20,0.00,0.00,-0.07
800,31.82,1.07,-4.56,25.53,29.97,6.35,16.69,102.00,8.73
801,0.00,42.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
802,26.87,0.15,-5.50,5.77,0.00,0.00,14.24,102.00,1.64
803,1.16,14.19,-8.35,0.00,0.73,0.00,-0.35,0.00,1.57
804,0.00,0.00,0.00,0.00,76.35,0.00,0.00,0.00,0.00
808,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.43,0.00
809,0.00,0.00,-10.05,0.00,3.41,0.00,-0.35,93.86,0.00
810,0.00,0.00,0.00,0.00,0.00,104.83,0.00,0.00,0.00
811,14.19,0.00,0.76,0.00,0.57,10.20,0.00,0.00,0.00
812,0.00,0.00,0.00,11.10,3.95,0.00,0.00,0.00,0.68
869,0.00,0.00,-18.29,1.30,0.00,0.00,-0.35,62.48,0.00
877,5.38,14.61,0.00,0.00,2.94,-0.35,0.00,0.00,-0.01
934,0.00,83.76,0.00,0.53,-2.11,0.00,0.00,0.00,0.00
942,4.03,0.00,0.00,11.68,0.00,-0.35,-0.35,101.91,0.00
