StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,39.64,0.00,52.33,0.00,20.22,231.30,0.00,-0.35,30.53,0.00,25.67
1,20.34,7.90,27.41,12.01,4.64,0.00,0.00,0.00,35.00,231.30,7.50
2,22.12,0.00,0.00,259.00,36.07,26.52,2.67,16.03,5.73,26.52,0.00
3,0.00,0.00,0.00,0.00,0.00,124.28,0.00,0.00,-0.60,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00,0.00,124.16,0.00,0.00,0.00,0.00
16,-1.10,0.00,0.00,-0.60,0.00,0.00,-0.60,6.51,0.00,90.12,-0.60
24,0.00,0.00,0.00,0.00,0.00,0.00,-0.60,0.00,0.00,111.62,0.00
649,-1.10,120.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,0.00,0.00,-4.10,0.00,-0.60,107.98,0.00,0.00,-0.60,0.00,-0.60
1284,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.75,0.00
1285,-2.86,-1.10,-0.60,-0.60,-0.60,48.03,-0.60,0.00,0.00,0.00,0.00
1286,0.00,0.00,-0.60,0.00,0.00,9.95,-0.60,72.63,0.00,0.00,0.00
1287,0.00,0.00,0.00,54.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1290,0.00,0.00,0.00,0.00,0.00,0.00,133.69,0.00,0.00,0.00,0.00
1292,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.72,0.00
1293,-3.05,0.00,0.00,0.00,-0.60,166.65,0.00,0.00,0.00,0.00,0.00
1298,16.49,18.87,8.51,32.61,17.38,0.00,17.22,200.00,33.06,38.00,0.00
1300,0.00,0.00,0.00,0.00,0.00,94.58,0.00,0.00,0.00,0.00,0.00
1301,-4.10,-1.10,0.00,0.00,-0.60,0.00,0.00,0.00,-0.60,38.00,-0.60
1305,-1.10,-1.10,-2.44,-0.60,-0.60,81.47,-1.97,-0.60,-0.60,0.00,-0.60
1308,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,0.00,0.00,-0.60
1309,-1.10,-1.10,0.00,-0.60,-0.60,68.78,-0.60,0.00,-0.60,0.00,0.00
1419,0.00,69.99,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00
1422,0.00,0.00,-0.35,0.00,0.00,69.99,-16.59,0.00,0.00,0.00,-0.10
1440,0.00,0.00,0.00,0.00,-0.35,62.48,0.45,0.00,0.00,0.00,0.00
1441,-0.35,-0.35,-0.35,1.62,29.27,102.00,16.72,1.20,0.00,16.85,25.39
1442,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,36.05,0.00,0.00,0.00
1443,0.00,0.00,-0.35,0.00,0.00,62.48,0.00,0.00,0.00,0.00,0.00
1444,0.00,0.00,0.00,0.00,-0.35,81.00,0.00,0.00,-9.15,0.00,-0.10
1445,0.00,0.00,0.00,47.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1446,0.00,0.00,-0.65,0.00,0.00,0.00,0.74,41.77,0.00,0.00,-0.05
1447,0.00,-0.35,0.57,0.00,0.00,0.00,0.00,53.21,0.00,0.30,-0.10
1448,0.00,0.00,0.00,50.90,0.00,0.00,2.64,0.00,0.00,0.00,0.00
1449,0.00,53.21,0.00,0.00,0.00,0.00,0.00,0.00,-11.38,0.00,0.00
1450,0.00,0.00,0.00,0.00,0.00,81.00,0.00,0.00,0.52,0.45,0.00
1452,-0.35,0.00,0.00,0.00,-0.35,0.00,21.84,0.00,0.00,0.00,0.00
1456,0.36,0.00,-0.35,-0.52,-0.35,0.00,1.45,0.00,-9.65,14.61,0.46
1457,0.00,96.66,0.00,1.39,4.88,0.00,3.31,0.00,0.00,0.00,0.00
1460,0.00,0.00,18.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1464,0.00,0.00,0.00,0.00,0.00,98.85,0.00,0.00,0.00,0.00,0.00
1465,-0.35,0.00,0.00,0.00,0.00,0.00,48.06,0.00,0.00,0.00,0.00
1468,0.00,0.00,0.00,0.00,0.02,0.00,0.00,8.08,0.00,0.43,0.61
1811,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,53.21,-0.35,0.00,0.00
1814,0.00,0.00,0.00,0.00,0.00,35.08,0.00,0.00,0.00,0.00,0.00
1856,8.88,-0.35,1.14,2.10,-26.49,19.23,16.32,0.00,16.77,102.00,0.05
1857,17.91,4.36,0.00,0.00,2.94,0.00,23.93,-0.35,16.39,102.00,17.14
1858,0.00,0.00,0.00,25.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1859,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,89.60,0.00
1860,0.00,0.00,0.00,40.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1861,64.33,0.00,0.00,0.00,-10.05,0.00,0.00,0.00,0.00,0.00,-0.10
1862,0.00,0.00,0.00,10.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1863,0.57,0.00,1.84,0.00,0.00,0.00,0.00,35.08,0.00,0.00,0.00
1864,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.96,0.00
1865,-0.42,0.00,0.00,18.88,-9.77,0.00,-0.35,-0.30,-0.35,0.00,-0.10
1868,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.38,0.00
1872,0.00,55.06,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00,0.00
1873,0.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1874,0.00,0.00,0.00,0.00,-6.63,0.00,-0.35,73.19,0.00,0.00,0.00
1876,0.00,0.57,0.00,3.91,-10.05,0.00,0.00,0.00,0.00,100.90,0.00
