StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
1464,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
1465,0.00,0.00,1.14,0.00,0.24,0.00,0.00,0.40,0.00,0.24,0.00
1468,0.00,0.00,0.00,0.00,0.00,0.00,6.56,0.00,0.00,0.00,0.00
1811,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,68.62,0.00,0.00,0.00
1814,1.16,-0.60,0.00,-2.69,0.00,0.00,-0.78,0.00,-0.79,0.00,0.00
1856,7.61,-0.55,16.71,0.39,-3.73,7.73,17.82,0.67,7.73,100.00,-0.91
1857,-0.62,-1.05,0.00,0.27,-5.12,-0.83,17.27,5.63,-0.61,100.00,0.00
1858,0.00,0.00,0.00,6.47,0.00,0.00,0.00,52.17,0.00,0.00,0.00
1859,0.35,0.35,0.00,84.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1860,27.16,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
1861,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,40.95,0.00,0.00,0.00
1862,0.00,8.05,8.87,100.00,2.86,8.61,8.33,19.00,11.23,10.00,17.70
1863,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,46.86,-0.30
1864,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,89.06,-0.30
1865,14.56,0.00,0.00,0.00,-0.28,8.95,8.17,10.09,28.26,100.00,11.96
1868,0.00,0.00,-0.05,-1.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1872,0.00,68.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1873,0.00,0.00,49.56,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
1874,-0.58,0.00,0.00,-1.11,0.85,-0.07,0.35,0.00,0.00,84.99,0.00
1876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.57,0.00
1880,0.00,0.00,40.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
1881,4.59,10.00,89.50,3.89,0.00,8.00,4.89,10.82,7.32,0.00,7.22
1884,0.00,-2.14,-0.12,-0.21,-0.08,-4.36,-0.55,-0.55,0.00,0.00,-0.31
