StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,0.00,0.00,2.29,-0.05,11.16,129.50,21.05,0.00,11.08,10.02,1.94
1,8.00,8.41,3.09,15.08,3.91,7.05,5.79,101.89,0.00,19.02,0.75
2,5.29,120.05,1.70,17.76,-0.05,0.00,9.65,0.00,0.00,10.02,19.59
3,0.00,0.00,-0.05,0.00,-0.05,71.47,0.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.30,0.00
16,0.00,0.00,0.00,0.00,0.00,69.68,0.00,0.00,0.00,0.00,0.00
24,0.00,0.00,-0.05,0.00,0.00,0.00,16.82,0.00,0.00,0.00,0.00
649,1.06,0.00,1.32,91.54,0.00,0.00,0.00,7.69,0.00,27.33,7.73
657,0.00,0.00,-1.16,0.00,0.00,0.00,-0.55,0.00,0.00,78.80,-0.30
1284,23.74,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1285,-3.16,-0.55,-0.05,0.00,-0.05,0.00,-0.55,0.00,0.00,65.64,-0.30
1286,3.43,13.56,-0.05,0.00,15.81,89.50,2.49,27.18,10.64,10.02,3.13
1287,-3.69,-0.55,-0.05,0.00,-0.05,0.00,0.00,40.95,0.00,0.00,0.00
1290,-0.55,0.00,-0.05,0.00,0.00,0.00,-3.37,-0.55,0.00,78.12,0.00
1292,-3.15,-0.55,-0.05,0.00,-0.05,-0.48,-0.55,0.00,-0.55,0.00,-0.30
1293,0.00,0.00,-0.05,5.66,-0.05,0.00,0.00,-0.55,0.00,0.00,0.00
1298,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,74.58,0.00
1300,-3.69,-0.55,-0.05,-0.05,-0.05,0.00,-0.55,-1.05,-0.55,21.20,-0.30
1301,0.00,-0.55,13.87,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
1305,0.00,-0.55,-1.87,0.00,0.00,80.05,-2.05,3.37,3.59,0.00,-0.41
1308,0.00,0.00,0.00,0.00,0.00,-1.00,0.00,0.00,-0.55,0.00,0.00
1309,0.06,0.00,0.00,0.00,0.85,61.26,0.00,0.00,2.86,0.00,0.00
1419,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00
1422,-10.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1440,0.43,0.00,0.20,0.20,0.00,0.94,0.00,0.00,0.00,0.00,0.00
1441,0.00,0.00,0.54,0.20,0.70,1.98,0.00,0.20,0.00,4.13,0.20
1442,0.00,0.00,0.00,0.00,0.00,1.37,0.20,0.00,0.00,0.00,0.00
1443,0.22,0.00,0.00,1.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00
1445,0.20,0.00,0.00,0.00,0.20,1.49,0.29,0.00,0.00,1.17,0.20
1446,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1447,0.00,0.00,0.20,0.00,0.20,0.00,0.00,0.00,-7.56,0.00,0.00
1448,0.00,0.00,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.26,0.00
1449,0.00,0.00,0.00,0.00,0.00,0.00,2.31,0.32,0.00,0.20,0.00
1450,0.00,1.88,0.47,0.00,0.25,0.00,0.00,2.97,0.00,0.00,0.36
1452,2.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.00,0.00,0.00
1456,0.00,1.39,0.27,0.20,0.00,1.04,12.61,0.00,0.00,0.00,0.20
1457,0.00,0.00,3.40,0.00,0.20,0.00,0.00,0.00,-10.00,0.00,0.20
1460,0.00,0.00,0.00,1.37,0.00,0.00,17.92,0.55,-19.00,0.00,1.00
