StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,0.00,0.00,6.84,-0.60,19.72,231.30,38.36,0.00,20.19,14.87,7.87
1,22.14,15.91,8.21,24.14,7.82,17.11,18.40,222.71,0.00,27.42,1.66
2,13.33,251.17,3.24,35.51,-0.60,0.00,21.33,0.00,0.00,14.87,44.00
3,0.00,0.00,-0.60,0.00,-0.60,146.89,0.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.65,0.00
16,0.00,0.00,0.00,0.00,0.00,155.00,0.00,0.00,0.00,0.00,0.00
24,0.00,0.00,-0.60,0.00,0.00,0.00,43.63,0.00,0.00,0.00,0.00
649,5.18,0.00,4.39,204.12,0.00,0.00,0.00,17.77,0.00,33.41,17.54
657,0.00,0.00,-2.22,0.00,0.00,0.00,-0.60,0.00,0.00,125.73,-0.60
1284,40.99,0.00,0.00,-0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1285,-6.22,-1.10,-0.60,0.00,-0.60,0.00,-0.60,0.00,0.00,90.62,-0.60
1286,7.86,29.80,0.30,0.00,36.89,191.30,9.35,30.95,26.93,10.87,10.04
1287,-6.84,-1.10,-0.60,0.00,-0.60,0.00,0.00,81.90,0.00,0.00,0.00
1290,-1.10,0.00,-0.60,0.00,0.00,0.00,-6.75,-0.60,0.00,127.63,0.00
1292,-6.76,-1.10,-0.60,0.00,-0.60,35.15,-0.60,0.00,-0.60,0.00,-0.60
1293,0.00,0.00,-0.60,10.37,-0.60,0.00,0.00,-0.60,0.00,0.00,0.00
1298,0.00,0.00,0.00,0.00,0.00,11.69,0.00,0.00,0.00,149.16,0.00
1300,-6.84,-1.10,-0.60,-0.60,-0.60,0.00,-0.60,-0.24,-0.60,20.56,-0.60
1301,0.00,-1.10,15.33,0.00,-0.60,0.00,0.00,0.00,0.00,0.00,0.00
1305,0.00,-1.10,-3.67,0.00,0.00,183.47,-4.10,12.06,15.21,0.00,4.07
1308,0.00,0.00,0.00,0.00,0.00,48.91,0.00,0.00,-0.60,0.00,0.00
1309,5.43,0.00,0.00,0.00,1.20,122.52,0.00,0.00,6.67,0.00,0.00
1419,0.00,0.00,0.00,0.00,0.00,84.99,0.00,0.00,0.00,0.00,0.00
1422,-10.55,0.00,0.00,58.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1440,1.82,0.00,-0.35,-0.35,0.00,47.79,0.00,0.00,0.00,0.00,0.00
1441,0.00,0.00,-0.09,-0.35,-0.43,101.11,0.00,0.15,0.00,3.10,-0.10
1442,0.00,0.00,0.00,0.00,0.00,69.99,0.15,0.00,0.00,0.00,0.00
1443,0.57,0.00,0.00,73.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1444,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.51,0.00,0.00,0.00
1445,-0.35,0.00,0.00,0.00,-0.35,76.07,0.22,0.00,0.00,0.88,-0.10
1446,0.00,0.00,0.00,47.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1447,0.00,0.00,-0.35,0.00,-0.35,0.00,0.00,0.00,-5.17,0.00,0.00
1448,0.00,0.00,0.00,0.00,0.00,101.11,0.00,0.00,0.00,3.31,0.00
1449,0.00,0.00,0.00,0.00,0.00,0.00,42.89,1.26,0.00,0.15,0.00
1450,0.00,96.07,-0.15,0.00,-0.31,0.00,0.00,2.23,0.00,0.00,0.02
1452,61.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.05,0.00,0.00
1456,0.00,0.09,3.41,-0.35,0.00,53.21,9.45,0.00,0.00,0.00,-0.10
1457,0.00,0.00,75.25,0.00,-0.35,0.00,0.00,0.00,-12.05,0.00,-0.10
1460,0.00,0.00,0.00,0.53,0.00,0.00,13.44,0.42,-19.10,0.00,0.50
1464,0.00,0.00,41.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
1465,0.00,0.00,3.74,0.00,-0.32,0.00,0.00,0.30,0.00,0.18,0.00
1468,0.00,0.00,0.00,0.00,0.00,0.00,4.92,0.00,0.00,0.00,0.00
1811,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,69.99,0.00,0.00,0.00
1814,-7.13,-0.20,0.00,8.08,0.00,0.00,0.33,0.00,0.38,0.00,0.00
1856,8.55,-0.35,18.17,0.85,-23.18,12.93,19.70,1.08,8.10,102.00,0.01
1857,-0.15,-0.67,0.00,0.70,-20.91,2.48,18.82,5.95,-0.17,102.00,0.00
1858,0.00,0.00,0.00,7.15,0.00,0.00,0.00,53.21,0.00,0.00,0.00
1859,0.57,0.57,0.00,86.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
