StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
1860,28.57,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00
1861,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,41.77,0.00,0.00,0.00
1862,0.00,8.61,9.25,102.00,-0.37,8.98,8.71,19.38,11.86,10.20,18.61
1863,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,47.79,-0.10
1864,-0.35,-0.35,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,90.84,-0.10
1865,15.57,0.00,0.00,0.00,-5.32,9.33,8.55,10.70,29.55,102.00,12.76
1868,0.00,0.00,0.15,5.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1872,0.00,72.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1873,0.00,0.00,51.90,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00
1874,-0.27,0.00,0.00,3.33,-8.25,0.20,0.57,0.00,0.00,86.69,0.00
1876,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.50,0.00
1880,0.00,0.00,42.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
1881,5.05,10.20,93.30,4.32,0.00,8.55,5.58,11.76,7.86,0.00,7.75
1884,0.00,-0.45,0.36,0.62,-7.58,13.09,-0.35,-0.35,0.00,0.00,-0.06
