StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
5142,3.62,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5144,-0.55,-0.55,8.50,-0.55,-3.77,0.00,-0.55,0.00,-0.55,-0.55,-0.05,-0.05,0.00,0.00,-0.30
5145,0.00,3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5146,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,-0.30
5147,-0.55,0.00,0.00,0.00,0.00,0.00,-1.04,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00
5148,0.00,0.00,0.36,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5149,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00
5150,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5151,1.91,-0.55,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5154,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.43,-0.55,0.00,0.00,-0.05,0.00,0.00,0.00
5158,0.00,0.00,-0.55,0.36,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5162,0.00,0.00,9.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5166,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5168,-0.55,-0.55,0.00,-0.55,0.00,-0.55,0.00,2.71,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5169,0.00,-0.55,0.00,0.00,-1.91,0.00,0.00,0.21,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5172,0.00,0.00,0.00,27.10,-4.14,0.00,-0.55,-0.55,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5173,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5176,0.00,-0.55,-0.55,0.00,-3.44,-0.55,-0.55,0.00,-0.55,5.41,-0.05,0.00,0.00,0.00,0.00
5177,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,2.96,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5180,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.95,0.00,0.00,0.00,0.00,0.00
5181,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5186,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.96,0.00
5194,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5198,0.00,-0.55,13.29,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,-0.05,0.00,0.00,0.00,0.00
5200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.92,0.00
5201,0.00,-0.13,8.15,1.17,-3.47,0.00,-0.55,-0.55,-0.55,-0.13,0.00,0.00,-0.05,100.50,-0.30
5204,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,-0.05,0.00,0.00,27.24,0.00
5205,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00
5209,0.00,-0.55,0.00,0.00,0.00,0.00,-0.51,-0.55,-0.55,-0.55,0.00,0.00,0.00,57.24,-0.30
5213,0.00,0.00,0.00,-0.55,0.00,-0.55,-0.55,0.00,0.00,27.24,0.00,0.00,0.00,10.05,0.00
5217,0.00,-0.55,0.00,-0.55,0.00,17.05,-1.75,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5221,0.00,0.00,0.00,-0.54,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,-0.05,-0.05,0.00,0.00
5225,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,-0.55,0.00,-0.55,-2.09,-0.09,0.00,-2.23,-0.30
5229,-0.55,0.00,0.00,-0.55,-0.55,-0.55,-2.09,-0.55,0.00,0.00,-1.91,0.00,0.00,3.91,0.00
5232,-0.55,0.00,-0.55,0.00,-3.77,-0.55,0.00,0.00,0.00,0.00,39.99,0.00,-0.05,0.00,0.00
5233,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.53,0.00,0.00,0.00,0.00
5236,2.35,-0.55,-0.55,0.00,-3.48,-0.55,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00
5237,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,1.67,-0.05,0.00,0.00,0.00
5240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
5241,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00
5245,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.86,0.00,0.00,0.00,-0.30
5392,-0.55,-0.55,-0.55,0.00,-3.44,0.00,0.00,-0.55,34.81,-0.55,0.00,0.00,-0.05,0.00,0.00
5393,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5394,0.00,0.00,0.00,0.00,-4.14,0.00,0.00,19.10,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5395,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.55,-0.05,0.00,0.00,52.43,-0.30
5396,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5397,0.00,0.00,0.36,68.96,0.00,-0.55,0.00,-0.55,0.00,0.00,0.86,0.00,0.00,0.00,-0.30
5398,0.00,0.00,0.00,27.24,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5399,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5400,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,19.10,-0.30
5401,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,0.00,19.10,0.00
5402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00
5410,0.00,4.22,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,-0.30
5414,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.09,0.00
5418,0.00,10.05,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5424,-0.55,0.00,-0.55,0.00,-4.14,-0.55,0.00,-0.55,0.00,-0.55,0.00,-0.05,0.00,34.56,-0.30
5425,0.00,0.00,-0.55,0.00,0.00,0.00,-0.55,-0.55,-0.55,0.00,0.00,0.00,-0.05,0.00,-0.30
5432,0.00,52.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5446,0.00,-0.55,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5450,0.00,10.05,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5456,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.69,0.00,0.00,-0.05,0.00,0.00,-0.30
5457,0.00,-0.55,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,19.10,0.00
5460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,-0.05,-0.05,0.00,-0.30
5461,0.00,-0.55,0.00,34.56,0.00,-0.55,-0.55,-0.55,-0.55,0.00,-0.05,0.00,0.00,0.00,0.00
5464,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5465,-0.55,10.05,0.00,0.00,0.00,-0.55,-0.55,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00
5473,-0.55,0.00,0.00,0.00,-0.55,0.00,-2.09,0.00,0.00,0.00,-1.75,0.00,0.00,-0.89,-0.30
5477,0.00,-0.55,0.00,0.00,0.00,0.00,-1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5481,0.00,65.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00
5488,-0.55,0.00,-0.55,-0.55,-4.14,0.00,-1.04,0.00,2.30,-0.55,0.00,-0.05,0.00,0.00,-0.50
5489,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5492,0.00,0.00,-0.55,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5493,0.00,0.00,0.00,19.10,0.00,-0.55,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5496,0.00,0.00,0.00,0.00,0.00,0.00,6.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5497,-0.55,0.00,0.00,0.00,7.98,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5761,0.00,0.00,-0.73,-0.55,-1.19,0.00,0.00,-0.55,0.00,0.00,-2.60,0.00,0.00,0.00,0.00
5762,0.00,2.69,0.00,-0.55,8.49,100.50,6.43,19.10,0.00,-1.04,0.00,0.00,4.43,13.07,0.00
5763,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.14,0.00,0.00
5764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,0.00,0.00,0.00
5765,-0.55,-0.75,-0.55,0.00,0.00,0.00,-0.57,0.36,-0.60,0.00,0.00,-3.12,0.00,0.00,-0.30
5766,47.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5767,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00
5768,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,-1.33,0.00,0.00,0.00,0.00
5769,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.21,0.00,0.00,0.00
5770,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,-0.13,0.00
5771,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,52.43,0.00,0.00,0.00
5772,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,7.15,0.00,0.00,0.00
5773,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00
5774,0.00,0.00,0.00,-0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.84,0.00
5775,2.89,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5792,0.00,0.00,-0.55,-0.55,0.00,10.05,-0.55,-0.55,0.00,0.00,0.00,-0.05,-4.15,0.00,-0.30
5793,0.00,0.00,-0.55,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,0.00,0.00,0.00
5796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.80,0.00
5797,-0.55,-1.49,-0.55,-0.55,0.00,0.00,0.00,0.00,-1.18,0.00,-3.11,0.00,-2.09,-0.18,0.00
5800,-0.55,12.83,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-4.14,0.00,0.00
5801,-0.55,0.00,0.00,0.00,0.00,72.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00
5804,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.96,0.00,0.00,0.00,0.00,0.00
5805,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,68.96,0.00,0.00,0.00,0.00,0.00
5824,0.00,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.40,0.00
5825,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.60,0.00,0.00,0.00,0.00,-1.67,0.00
5828,-1.12,0.00,0.00,-1.05,-0.57,0.00,0.00,0.00,0.00,0.00,-0.12,0.00,-4.14,-2.96,-0.30
5829,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5832,-0.55,-2.27,0.00,0.00,0.00,0.00,-0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5833,-0.55,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-2.42,0.00
5836,0.00,0.00,0.00,-0.55,-2.27,0.00,-0.55,-1.05,0.00,0.00,-4.26,0.00,0.00,0.00,0.00
5837,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.49,0.00
5856,-0.55,-0.55,-0.55,-0.55,-0.55,0.00,-0.55,-0.55,0.00,-0.62,0.00,0.00,0.00,0.00,-0.30
5857,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5860,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,0.00,0.00,0.00
5861,-0.55,0.00,-0.55,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5864,0.00,0.00,-0.55,-0.55,-0.55,0.00,-0.55,-0.55,0.00,0.00,-0.32,0.00,0.00,0.00,0.00
5865,-0.62,0.18,0.00,0.00,0.00,0.00,0.00,-2.23,0.00,1.17,-0.05,-0.33,0.00,-4.17,-0.90
5868,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.41,0.00,0.00,0.00,-0.30
5869,0.00,0.00,0.00,-0.55,0.00,0.00,20.53,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00
6016,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6017,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.55,-0.62,0.00,0.00,-0.52,0.00,0.00,0.00
6018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.51,0.00,0.00,0.00,-4.14,0.00,0.00
6019,0.00,0.00,-0.55,-0.55,0.00,41.16,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.51,0.00
6020,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
6021,0.00,14.75,8.82,0.00,8.50,100.50,-0.55,0.00,-1.09,6.33,-0.35,-0.33,-6.88,-0.11,0.00
6022,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6023,-0.55,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,-4.06,0.00,0.00
6024,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.42,0.00
6025,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
6026,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.55,-2.38,0.00,0.00,0.00,-0.30
6027,-0.55,0.00,-0.55,0.00,-0.55,0.00,-0.55,0.00,-0.55,0.00,0.00,41.16,0.00,0.00,0.00
6048,0.00,0.00,-0.72,0.00,-0.58,10.05,0.00,0.00,0.00,0.00,0.00,-2.27,0.00,-0.18,0.00
6049,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,-5.01,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
6052,0.00,-0.77,0.00,0.00,0.00,0.00,-0.59,-0.47,0.00,0.00,0.00,-0.29,0.00,-2.80,0.00
6053,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.55,0.00,0.00,0.00,-3.41,0.00,-0.07,0.00
6056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.51,0.00,0.00,0.00,0.00
6057,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,9.88,0.00,0.00,0.00,-2.09,0.00,-0.30
6080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.96,0.00,0.00,-0.21,0.00
6081,0.00,-0.73,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
6084,0.00,0.00,0.00,34.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.26,0.00,0.00,0.00,0.00
6085,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,-2.42,0.00
