StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
6049,0.00,0.00,0.20,0.00,0.00,0.00,0.00,9.60,0.20,0.00,0.00,0.00,0.00,0.00,0.00
6052,0.00,1.19,0.00,0.00,0.00,0.00,0.40,0.22,0.00,0.00,0.00,1.28,0.00,12.46,0.00
6053,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.20,0.00,0.00,0.00,15.15,0.00,0.32,0.00
6056,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,2.27,0.00,0.00,0.00,0.00
6057,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.92,0.00,0.00,0.00,-10.09,0.00,0.20
6080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.72,0.00,0.00,0.95,0.00
6081,0.00,1.01,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
6084,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00
6085,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,10.78,0.00
6088,0.20,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.47,0.00,12.30,0.00
6113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.09,1.02
6116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.44,-10.05,0.00,0.00
6120,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.20
6121,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,-9.97,0.00,0.20
7436,0.00,0.00,-3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.36,83.74,0.00
7437,0.00,-0.22,0.00,0.00,0.00,34.56,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
7438,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.71,0.00,27.24,0.00,0.00,0.00
7439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.99,0.00,0.00,0.00,0.00,0.00,0.00
7468,0.00,0.00,-4.08,0.00,0.00,0.00,0.00,0.00,-4.14,-1.75,0.00,0.00,0.00,0.00,0.00
7469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.06,0.00,-1.49,0.00,0.00,0.00,41.16,0.00
7500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00
7501,0.00,-0.89,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,-0.55,0.00,0.00,41.16,-0.32
7532,0.00,0.00,0.00,-0.10,-1.22,0.00,0.00,-2.16,-3.16,0.00,-0.55,-0.70,-1.09,52.43,0.00
7533,-0.05,-0.47,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,-1.08,77.51,0.00
