StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
0,19.02,0.00,5.52,2.90,20.28,234.30,25.45,0.00,19.91,0.71,39.85,0.00,0.00,15.13,-0.57
1,0.00,0.00,1.12,0.00,-0.57,19.46,20.33,0.00,14.25,232.17,7.62,14.26,-0.21,28.74,17.83
2,8.95,262.00,0.00,9.92,23.01,0.00,0.00,0.00,0.00,0.00,8.25,27.91,22.71,0.00,11.75
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.22,0.00
16,0.00,0.00,0.00,0.00,-0.57,58.33,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.57
24,0.00,37.35,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.57,0.00,0.00,0.00,0.00
2569,17.84,15.93,12.61,0.00,17.60,0.00,0.00,0.00,16.73,18.88,35.31,213.30,33.02,12.11,12.08
2577,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,0.00,0.00,0.00,39.58,0.00,0.00,0.00
5125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5126,0.00,24.63,0.00,38.19,13.36,20.10,0.00,0.00,25.20,20.10,2.85,38.19,0.00,201.00,26.94
5127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5130,0.00,54.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5132,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,38.19,0.00
5133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,82.31,0.00
5138,-1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,54.47,0.00,0.00,0.00,0.00,0.00
5140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00
5141,-3.01,0.00,0.00,0.00,-0.59,0.00,0.00,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5145,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.93,-0.59,0.00,0.00
5148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5664,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,0.16,0.00,0.00,0.00,-0.10
5665,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
5666,0.00,35.25,-0.35,0.00,-0.35,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5667,0.00,0.00,-0.24,0.00,0.00,0.00,0.00,10.25,0.00,0.00,0.00,0.00,0.00,1.90,0.00
5672,0.00,0.00,0.00,0.00,0.00,53.47,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5673,-0.35,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
5680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.46,0.00,-14.27,0.00,0.00
5681,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5688,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00
5689,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.15,0.00,0.00,0.00,0.00,0.00,0.00
5696,0.00,27.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5697,0.00,0.00,0.00,9.61,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00
5698,0.00,0.00,0.00,10.25,0.00,0.00,0.00,10.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5699,0.00,0.00,0.00,0.00,0.00,41.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5704,0.00,0.00,0.00,0.00,0.00,41.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5705,-0.35,10.25,5.31,-0.35,0.00,19.47,8.57,102.50,0.81,0.00,-7.22,0.00,0.00,0.00,17.24
5712,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
5713,0.00,58.38,0.00,-0.35,0.00,0.00,0.00,0.00,1.20,0.46,0.00,0.00,0.00,0.00,0.00
5721,0.00,41.97,3.43,-0.35,0.00,0.00,-0.35,0.00,0.00,0.00,-10.09,0.00,0.00,0.76,0.00
5729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.25,0.00,0.00,0.00,0.00,0.00
5731,0.00,0.00,0.00,0.00,0.00,41.97,0.00,0.00,0.00,10.25,0.00,0.00,0.00,0.00,0.00
5736,0.00,0.00,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,0.00
5737,0.00,41.97,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5745,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,19.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5752,-0.35,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.65,0.00,0.00,-0.10
5753,-0.33,0.00,0.00,0.00,-0.33,0.00,0.00,0.00,0.16,0.00,0.00,0.00,5.59,0.20,0.00
7296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,-0.10
7297,0.00,0.00,0.00,0.00,0.00,7.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
