StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
6057,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,10.80,0.00,0.00,0.00,-12.18,0.00,-0.10
6080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.76,0.00,0.00,0.74,0.00
6081,0.00,0.28,-0.35,0.00,0.00,0.00,-0.35,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00
6084,0.00,0.00,0.00,35.25,0.00,0.00,0.00,0.00,0.00,0.00,0.91,0.00,0.00,0.00,0.00
6085,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,8.35,0.00
6088,-0.35,35.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.36,0.00,9.53,0.00
6113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.79,0.54
6116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.24,0.00,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.44,-10.09,0.00,0.00
6120,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,-0.10
6121,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,0.00,0.00,0.00,0.00,-8.30,0.00,-0.10
7436,0.00,0.00,-12.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,0.58,85.41,0.00
7437,0.00,0.77,0.00,0.00,0.00,35.25,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00
7438,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.43,0.00,27.78,0.00,0.00,0.00
7439,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-7.99,0.00,0.00,0.00,0.00,0.00,0.00
7468,0.00,0.00,-14.20,0.00,0.00,0.00,0.00,0.00,-14.27,6.03,0.00,0.00,0.00,0.00,0.00
7469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,5.13,0.00,0.00,0.00,41.97,0.00
7500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78,0.00
7501,0.00,3.07,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,-0.33,0.00,0.00,41.97,0.00
7532,0.00,0.00,0.00,0.34,-0.01,0.00,0.00,7.43,-10.77,0.00,-0.35,0.20,-0.48,53.47,0.00
7533,-9.19,1.62,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,-0.51,79.05,0.00
