StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetPlugZ2=OFF,SetPlugZ2=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
324,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.64,0.00
352,0.00,0.00,0.00,0.00,0.00,43.81,0.00,0.00,0.00,0.00,-0.57,0.00,0.00,0.00,0.00
356,0.00,0.00,-0.57,0.00,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,-0.57,0.00,0.00,0.00
384,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.93,0.00,0.00,0.00,0.00,-0.57,-0.57,-0.57
385,0.00,105.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,0.00,0.00,0.00,58.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00
416,0.00,0.00,0.00,0.00,0.00,152.85,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
448,0.00,0.00,-0.57,79.56,-1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,0.00,70.35,0.00,0.00,-1.07,0.00,2.00,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2593,0.00,-0.09,15.34,1.64,4.35,4.12,0.00,190.55,1.70,0.00,14.69,0.00,40.22,0.00,0.00
2597,-0.58,0.00,0.00,0.00,-1.08,48.74,-0.58,0.00,-0.58,0.00,-4.17,-0.58,-0.58,0.00,-0.58
2601,0.00,0.00,0.00,-0.58,0.00,0.00,0.00,33.89,0.00,0.00,0.00,0.11,0.00,0.00,0.00
2605,0.00,0.00,0.00,0.00,0.00,10.87,-0.58,0.00,-0.58,0.00,0.00,0.00,0.00,0.00,0.00
2625,-0.58,0.00,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.01,0.00,0.00,0.00
2629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.00,0.00,0.00,74.75,0.00
2633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103.70,0.00,0.00,0.00,0.00,0.00
2637,0.00,0.00,0.00,0.00,0.00,49.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2721,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.04,0.00,0.00
2729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.65,0.00,0.00
2753,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00
2761,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.15,0.00,0.00
2849,0.00,0.00,0.00,0.00,-1.08,0.00,-0.58,0.00,0.00,0.00,-3.98,0.00,0.00,0.00,-0.58
2853,0.00,53.35,0.00,0.00,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2881,-0.58,0.00,0.00,0.00,0.00,15.60,0.00,0.00,0.00,-0.58,0.00,0.00,-0.58,-0.58,0.00
2885,-0.58,0.00,-0.58,0.00,-1.08,0.00,-4.17,-0.58,0.00,0.00,0.00,0.00,0.00,39.25,0.00
2977,0.00,0.00,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.30,0.00,0.00,0.00,0.00
3009,0.00,0.00,0.00,45.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5136,21.80,175.00,-1.17,-2.42,11.36,-2.17,3.74,-2.03,10.81,-1.60,3.67,-1.77,0.37,1.41,14.10
5137,0.00,0.00,0.00,1.22,0.00,-1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5139,0.00,0.00,0.00,0.00,-8.27,0.00,0.00,0.00,0.00,0.00,-0.59,38.19,0.00,0.00,0.00
5140,0.00,-0.59,-0.69,-0.59,-8.27,-1.09,-0.59,1.22,-0.59,0.00,-0.59,-0.59,-0.59,0.00,-0.59
5141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,54.47,-0.59
5142,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.31,0.00,0.00,0.00
5143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.19,0.00,0.00,0.00,0.00,-0.59,0.00,0.00
5144,21.94,11.82,0.00,0.69,-8.27,0.00,13.78,-0.53,0.00,201.00,0.00,-0.59,0.00,10.50,-0.59
5145,0.00,0.00,0.00,0.00,0.00,-1.09,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,27.20,0.00
5147,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,54.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,0.00,38.19,0.00
5150,8.19,-0.59,0.00,0.00,0.00,-1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5151,0.00,0.00,0.00,0.00,-8.27,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5154,-0.59,175.00,0.00,-0.59,0.00,20.10,-0.59,0.00,0.00,1.84,-6.88,-0.59,0.00,0.00,12.96
5158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.19,0.00,0.00,-8.27,0.00,0.00,0.00,0.00
5162,0.00,16.97,0.00,1.22,16.80,38.19,13.78,0.00,0.00,201.00,0.00,17.17,0.00,0.00,0.00
5166,0.00,0.00,0.00,0.00,0.00,94.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5168,0.00,14.95,-0.59,0.00,-8.27,0.00,0.00,-0.59,0.00,-0.59,0.00,-0.59,-0.59,0.00,-0.59
5169,0.00,0.00,0.00,19.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5172,-0.59,-0.59,0.00,0.00,0.00,0.00,-0.59,-0.59,-0.59,0.00,0.00,0.00,0.00,0.00,0.00
5173,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,-0.59,0.00,-0.59,-0.59,0.00,144.23,0.00
5176,0.00,0.00,-0.59,-0.59,-8.27,-1.09,-0.59,-0.59,0.00,149.91,0.00,-0.59,0.00,0.00,0.00
5177,0.00,-0.59,0.00,0.00,0.00,-1.09,0.00,0.00,0.00,0.00,1.25,-0.59,0.00,0.00,0.00
5180,0.00,0.00,-0.59,-0.59,-8.27,-1.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.47,0.00
5181,-0.59,0.00,0.00,0.00,-3.49,-1.09,0.00,-0.59,-0.59,38.19,0.00,0.00,0.00,0.00,0.00
5186,-0.59,0.00,0.00,12.71,-1.09,0.00,0.00,0.00,-0.59,0.00,-0.59,0.00,0.00,-0.59,-0.59
5190,0.00,0.00,0.00,0.00,0.00,82.31,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00
5194,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.47,0.00,0.00,-0.59,0.00,0.00
5198,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.12,0.00,0.00,0.00
5200,-0.59,-0.59,-0.59,-0.59,-8.27,-1.09,15.16,-0.59,-0.59,-0.59,0.00,0.00,-0.59,0.00,-0.59
5201,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5204,0.00,0.00,0.00,0.00,-8.27,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,54.47,0.00
5205,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00
5208,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,-0.59,0.00,0.00,16.95,0.00,-0.59,0.00
5209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00,0.00,0.00
5212,0.00,0.00,-0.15,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,-0.59,0.00,0.00
5213,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,114.48,0.00
5217,-1.07,-0.59,-0.59,-1.12,9.20,-0.87,-3.20,5.26,-1.12,167.17,-4.18,-0.59,-0.59,-0.22,13.90
5221,0.00,7.24,-0.59,-1.12,-1.09,-1.09,0.00,-0.59,0.00,0.00,-1.07,0.00,-0.59,0.00,0.00
5225,-0.59,-0.59,-0.59,-0.59,-1.09,0.00,-4.18,-0.59,-0.59,100.31,-4.18,-0.59,-0.59,-0.59,-0.59
5229,0.00,0.00,0.00,0.00,0.00,-1.09,0.00,0.00,-0.59,66.91,0.00,0.00,0.00,0.00,0.00
5232,-0.59,31.37,0.00,-0.59,-8.27,0.00,0.00,-1.12,0.00,0.00,0.00,-0.59,-0.59,0.00,0.00
5233,-0.59,0.00,-0.59,-0.59,54.67,0.00,-0.59,-0.59,0.00,-0.59,0.00,0.00,0.00,-0.59,-0.59
5236,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,82.31,0.00
5237,-0.59,-0.59,-0.59,0.00,-1.09,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,-0.59,38.19,-0.59
5240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.92,-0.59,-0.59,-0.59,-0.59,0.00
5241,6.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59
5245,-0.59,0.00,0.00,0.00,-1.09,-1.09,-0.59,-0.59,-0.59,0.00,0.00,0.00,-0.59,0.00,0.00
5264,0.00,-0.59,0.00,94.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.64,0.00,-0.59
5265,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,0.00,0.00,0.00,0.00,0.00
5266,0.00,0.00,-0.59,0.00,0.00,-1.09,0.00,54.47,-0.59,0.00,-0.59,0.00,0.00,-0.59,0.00
5267,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,-0.59,0.00,0.00,0.00,0.00,0.00,0.00
5272,0.00,0.00,0.00,123.13,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00
5273,0.00,0.00,-0.59,0.00,0.00,-1.09,0.00,0.00,-0.59,130.92,0.00,-0.59,0.00,0.00,0.00
5274,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00
5275,0.00,0.00,0.00,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59
5282,0.00,0.00,-0.59,82.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.99,0.00,17.50,-0.59,0.00
5297,0.00,0.00,-0.59,0.00,0.00,-1.09,-0.59,0.00,0.00,0.00,-0.59,-0.59,0.00,0.00,0.00
5305,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,38.19,0.00,-0.59,0.00,0.00,0.00
5314,0.00,0.00,0.00,104.86,-1.09,0.00,-8.27,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00
5322,14.07,0.00,0.00,0.00,0.00,0.00,-8.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59
5328,-0.59,0.00,-0.59,38.19,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,0.00,0.00,0.00
5336,-0.59,0.00,-0.59,0.00,-8.27,-1.09,0.00,-0.59,0.00,0.00,0.00,0.00,-0.59,0.00,0.00
5345,0.00,0.00,0.00,74.10,0.00,0.00,-4.18,0.00,0.00,0.00,-3.82,0.00,0.44,0.00,-0.59
5353,0.00,-0.59,-0.59,10.01,-1.09,-1.09,-4.17,-0.59,-0.59,0.00,-3.84,-0.59,-0.59,-0.59,0.00
5360,0.00,0.00,0.00,104.86,0.00,0.00,0.00,-0.59,0.00,0.00,-0.59,0.00,0.00,0.00,-0.59
5361,0.00,0.00,0.00,20.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5368,0.00,0.00,-0.59,20.10,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00
5369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,0.00
5392,-0.59,20.10,-0.59,-0.59,-8.27,-1.09,-0.59,-0.59,-0.64,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59
5393,0.00,0.00,0.00,0.00,-8.27,0.00,-0.59,0.00,0.00,-0.59,0.00,0.00,-0.59,0.00,-0.59
5394,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,38.19,0.00,0.00,0.00
5395,0.00,54.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.10,0.00,0.00,0.00
5396,0.00,82.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5397,-0.59,82.31,0.00,0.00,-7.54,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,-0.59,0.00,0.00
5398,-0.59,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,-0.59,38.19,-1.12
5399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00
5410,0.00,94.18,0.00,-0.59,0.00,0.00,-0.59,0.00,2.27,-0.59,0.00,-0.59,0.00,-0.59,-0.59
5414,0.00,0.00,0.00,1.22,0.00,0.00,-0.59,114.48,0.00,0.00,0.00,-0.59,0.00,0.00,-0.59
5424,-0.59,20.10,0.00,0.00,0.00,-1.09,-0.59,-0.59,-0.59,0.00,0.00,-0.59,-0.59,0.00,0.00
5428,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,-0.59,0.00,0.00,0.00,38.19,-0.59
5429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.40,0.00,0.00,0.00,0.00,0.00,0.00
5442,-0.59,0.00,0.00,0.00,-1.09,20.10,-6.72,-0.59,0.00,0.00,0.00,0.00,-0.59,0.00,-0.59
5446,0.00,0.00,0.00,-0.59,0.00,54.47,0.00,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5456,-0.59,38.19,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00,-0.59,0.00,-0.59,0.00,-0.59
5457,0.00,38.19,0.00,0.00,0.00,0.00,-0.59,0.00,-0.59,0.00,0.00,-0.59,-0.59,0.00,0.00
5461,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.19,0.00
5473,0.00,192.30,4.85,0.00,16.21,-1.09,-4.18,0.00,0.00,6.97,-10.32,20.07,20.00,-0.59,0.00
5477,-0.59,78.74,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,-4.18,0.00,0.00,0.00,0.00
5488,0.00,94.18,-0.59,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59,0.00,0.00,0.00,0.00,-0.59
5489,-0.59,0.00,0.00,-0.59,-0.19,-1.09,0.00,0.00,-0.59,-0.59,-0.59,0.00,-1.12,-0.59,-0.59
5492,0.00,0.00,0.00,0.00,0.00,-1.09,1.22,0.00,0.00,-0.59,0.00,-0.59,0.00,0.00,-0.59
5493,-0.59,20.10,0.00,-0.59,-0.13,-1.09,0.00,-0.59,-0.59,-0.59,0.00,-0.59,-0.59,0.00,-0.59
5520,0.00,0.00,0.00,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5521,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.94,0.00,0.00,0.00,0.00,0.00,0.00
5523,-0.59,0.00,0.00,0.00,-4.80,-1.09,-0.59,0.00,-0.59,0.00,0.00,0.00,-0.59,0.00,-0.59
5538,0.00,0.00,0.00,69.12,0.00,0.00,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,-0.59
5552,4.31,0.00,0.00,167.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00,0.00
5553,0.00,0.00,0.00,54.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5570,0.00,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,-0.59,-0.59,0.00
5584,0.00,38.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00
5601,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00
5617,-0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.59,0.00,0.00
5764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.62,0.00,0.00,0.00
5765,0.00,0.00,-14.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-13.19,0.00,0.00
5766,-0.35,0.00,0.00,4.92,0.00,41.97,0.00,0.00,0.00,0.00,0.00,0.00,-12.99,0.00,0.00
5772,-0.09,0.00,-10.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-14.09,0.00,0.00
5773,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00
5774,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.38,0.00,0.00,0.00
5775,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.48,35.25,0.00,0.00,-0.04
5796,0.00,0.00,-13.81,0.31,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,1.12,0.00,11.78,0.00
5797,0.00,0.00,0.00,2.82,0.00,10.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5804,0.00,0.00,0.00,0.00,0.00,41.97,0.00,0.00,0.00,0.00,0.00,0.00,-14.27,0.00,0.00
5805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.47,0.00,0.00,0.00,0.00,0.00
5828,0.00,0.00,0.00,7.10,0.00,19.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05
5829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.48,0.00,0.00,0.00,0.00,0.00
5836,0.00,0.00,0.00,0.00,0.00,41.97,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5837,0.51,0.00,0.00,0.18,0.00,0.00,0.00,-0.63,0.00,0.00,0.00,0.17,0.00,6.67,0.00
5860,-0.35,0.00,0.00,0.00,0.00,0.00,-0.35,-0.35,0.00,0.00,0.37,0.00,0.00,0.00,-0.10
5861,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.28,0.00,0.00,0.00,0.00
5868,0.00,0.00,0.00,8.13,-0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.35,0.00,1.22,0.00,0.00,0.00,0.00
6021,0.00,0.00,-9.84,0.00,0.00,0.00,0.00,24.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6023,-0.35,0.00,-14.27,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,19.47,0.00,0.00,0.00
