StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
3057,0.00,0.00,0.00,0.00,8.93,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3716,-9.56,0.00,0.00,0.00,11.51,4.48,-14.27,0.00,0.00,0.00,0.00,0.00,0.00
3717,-26.23,0.00,9.10,19.47,7.19,3.00,-28.67,2.65,3.75,0.27,-0.10,102.50,0.46
3718,0.00,0.00,0.00,0.00,0.00,0.00,-14.27,5.44,0.00,0.00,0.00,0.00,0.00
3719,0.00,7.35,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.97,-0.10
3732,0.00,0.00,0.00,0.00,0.00,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3733,0.00,0.00,0.00,53.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.10
3748,0.00,0.00,0.00,0.00,0.00,0.00,-11.76,0.00,0.00,0.00,0.00,90.04,0.00
3749,0.00,0.00,0.00,91.28,0.00,0.00,-12.18,0.00,0.00,0.00,0.00,0.00,0.00
3764,0.00,12.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28
3765,0.00,0.00,0.00,41.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
