StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetPlugZ2=OFF,SetPlugZ2=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
5796,0.00,0.00,-9.88,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,1.45,0.00,15.20,0.00
5797,0.00,0.00,0.00,3.64,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5804,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,-10.14,0.00,0.00
5805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00
5828,0.00,0.00,0.00,9.17,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39
5829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
5836,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5837,0.30,0.00,0.00,0.24,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.22,0.00,8.61,0.00
5860,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.48,0.00,0.00,0.00,0.20
5861,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,0.00,0.00,0.00,0.00
5868,0.00,0.00,0.00,10.49,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,1.58,0.00,0.00,0.00,0.00
6021,0.00,0.00,-8.86,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6023,0.20,0.00,-10.14,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00
6052,0.20,0.00,0.00,5.21,0.27,0.00,0.00,0.33,0.51,0.00,0.00,0.00,0.00,0.00,0.00
6084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,0.00,0.00,0.00
6085,0.23,1.92,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00
6116,0.00,0.00,0.00,0.00,0.00,1.54,0.00,0.00,0.20,0.00,0.00,3.31,0.00,0.00,0.00
6117,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,3.48,0.00
7432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
7433,0.00,0.00,0.00,0.00,0.00,90.60,0.00,-0.14,0.00,0.00,0.00,0.00,0.00,3.80,0.00
7434,-2.92,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00
7435,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,-0.55,0.00,0.00,0.00,0.00
7436,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7437,0.00,0.00,10.32,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.30
7438,0.00,0.00,0.00,0.00,0.00,0.00,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7439,0.00,-2.95,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
7464,-4.14,-0.09,-0.58,0.00,0.00,0.00,0.00,0.00,0.00,-2.57,-0.55,0.00,0.00,0.00,0.00
7468,0.00,0.00,-0.55,0.00,0.00,0.00,-0.09,0.00,0.00,0.00,-0.56,0.00,0.00,34.56,0.00
7469,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.43,0.00,0.00,0.00,0.00,-0.55,0.00,-0.30
7496,0.00,0.00,0.00,10.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
7497,0.00,0.00,0.00,0.00,0.00,0.00,47.38,0.00,0.00,0.00,0.00,0.00,-0.56,-0.55,-0.58
7500,0.00,0.00,0.00,0.00,0.00,68.96,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7501,0.00,-1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00
7528,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,0.00
7529,8.12,1.89,-0.55,0.00,0.00,100.50,0.00,0.00,3.75,8.69,0.09,7.60,0.00,0.00,1.27
7532,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7533,0.00,0.00,76.18,0.00,0.00,0.00,-0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93
7560,0.00,-3.39,0.00,0.00,0.00,0.00,0.00,0.00,-4.14,-0.24,-0.59,0.00,0.00,-0.56,0.00
7561,-7.16,8.05,0.00,19.10,3.38,0.00,12.30,90.00,0.00,0.00,0.10,0.00,2.23,-0.55,-0.30
7562,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,-1.65,0.00,0.00,0.00,0.00,0.00,0.00
7563,0.00,0.00,-0.55,0.00,0.00,0.00,-0.74,0.00,0.00,0.00,0.00,0.00,0.00,-0.58,0.00
7592,-3.77,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
7593,0.00,-0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.08,0.00,0.00,0.00,0.00,0.00
7624,0.00,0.00,0.00,0.00,0.00,0.00,-0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7625,0.00,0.00,8.48,100.50,0.00,0.00,0.00,16.45,-2.09,0.00,2.57,-0.13,-1.05,24.76,10.97
7656,0.00,0.00,0.00,61.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7657,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
