StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
0,9.44,-0.04,-0.54,121.55,10.90,-0.03,10.90,4.84,-0.65,-0.54,27.08,10.15,0.00
1,0.00,3.74,-0.35,0.00,0.00,2.92,0.00,0.15,5.10,114.08,2.20,10.21,20.00
2,3.10,0.00,5.49,4.06,0.00,0.00,-0.04,-0.04,6.59,9.42,0.00,103.30,1.46
3,0.00,0.00,0.00,22.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,10.54,0.00,-0.54,0.00,0.00,0.00
5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.87,0.00,0.00,-0.54,0.00,0.00
6,0.00,-0.04,0.00,0.00,0.00,0.00,-0.04,0.00,-0.54,0.00,-0.54,48.03,-0.29
7,-0.04,-0.04,0.00,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29
16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.12,0.00
20,0.00,-0.04,0.00,27.78,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00
32,0.00,0.00,-0.54,0.00,0.00,0.00,-0.04,0.00,0.00,15.56,0.00,0.00,0.00
36,0.00,0.00,0.00,4.06,0.00,0.33,0.00,70.64,0.00,0.00,0.00,10.19,0.00
48,0.00,-0.04,1.95,4.06,0.00,0.00,0.00,0.00,0.00,0.00,2.62,87.79,0.00
52,-0.04,0.00,-0.54,0.00,0.00,-0.04,-0.04,0.00,12.41,0.00,0.00,0.00,-0.29
128,0.00,0.00,0.00,90.14,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,2.07
129,0.00,0.00,0.00,0.00,0.00,38.48,0.00,0.00,0.00,0.00,-0.35,0.00,0.00
130,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,-0.54,0.00,0.00,53.26,-0.29
131,0.00,0.00,0.00,41.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
144,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,-0.54,0.00,19.30,0.00
160,0.00,0.00,0.00,0.00,17.91,0.00,0.00,0.00,0.00,-0.12,0.00,0.00,0.00
176,0.00,0.00,0.00,0.00,0.00,0.00,31.12,0.00,0.00,0.00,0.00,0.00,0.00
1297,25.21,-0.04,15.12,2.01,0.00,7.79,7.92,1.37,4.51,11.95,0.00,104.42,0.00
1301,47.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1313,0.00,-0.04,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.11,-0.29
1317,0.00,-0.04,0.00,0.00,-2.09,-0.04,-0.04,0.00,0.00,0.00,-0.54,62.34,0.00
1425,0.00,0.00,0.00,30.47,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00
1441,0.00,68.72,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,2.01,0.00,0.00,0.00
2568,-0.09,-0.05,1.98,3.37,0.00,-0.05,5.49,90.00,11.46,-0.55,5.34,10.05,0.00
2569,0.00,0.00,1.50,-0.55,-0.05,0.00,-0.05,-0.05,0.00,0.00,0.00,27.24,-0.30
2570,0.00,0.00,0.00,0.00,-0.05,19.10,-0.05,0.00,0.00,0.00,-0.55,0.00,0.00
2571,-0.05,0.00,0.00,0.00,-0.05,47.09,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
2572,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,10.05,0.00,0.00,-0.55,0.00,0.00
2573,-0.05,0.00,0.00,0.00,-0.05,0.00,-0.05,27.24,0.00,0.00,-0.55,0.00,-0.30
2574,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,10.05,0.00
2575,0.00,0.00,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2578,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2582,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2584,0.00,8.40,-3.22,-0.55,-0.05,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00
2585,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.18,0.00,0.00,0.00,0.00,0.00
2588,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,61.56,0.00,-0.55,-0.55,0.00,0.00
2589,0.00,-0.05,0.00,-0.55,-0.05,0.00,-0.05,10.05,-0.55,0.00,-1.04,0.00,0.00
2594,0.00,0.00,-0.55,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00,-0.55,57.24,-0.30
2598,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-1.04,47.09,0.00,0.00,0.00
2600,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00
2601,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
2604,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00
2605,0.00,0.00,0.00,-0.55,1.67,-0.05,-0.05,0.00,-0.55,0.00,-0.55,0.00,-0.30
2609,0.00,0.00,0.00,0.00,47.07,-0.05,-0.05,-0.05,-2.09,0.00,0.00,0.00,-0.30
2613,-0.05,0.00,0.00,6.68,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00
2616,-0.05,-0.05,0.00,-0.55,0.28,0.00,-0.05,-0.05,0.00,0.00,-0.55,0.00,0.00
2617,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
2620,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,-0.55,-0.55,0.00,0.00
2621,0.00,-0.05,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,-0.55,47.09,0.00
2696,7.32,100.50,-3.77,0.00,11.76,3.23,8.05,0.00,8.50,0.00,0.00,0.00,0.00
2697,0.00,0.00,-2.96,-1.04,0.00,-0.01,-0.05,-0.05,-0.55,0.00,-0.55,0.00,-0.30
2698,0.00,0.00,0.00,-0.55,-0.05,10.05,0.00,-0.05,0.00,0.00,-0.55,0.00,-0.30
2699,0.00,61.56,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00
2706,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2712,-0.05,0.00,0.00,-0.55,-0.05,0.00,-0.05,0.00,16.15,0.00,-0.55,0.00,-0.30
2713,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.96,0.00
2722,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00
2728,0.00,0.00,0.00,0.00,41.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.02,0.00,0.00,0.00
2737,-0.05,0.00,0.00,0.00,0.00,-0.05,10.59,-0.05,-1.91,0.00,0.00,0.00,-0.30
2744,0.00,0.00,-3.98,0.00,0.00,0.00,0.00,0.00,2.37,-0.55,0.00,0.00,0.00
2745,0.00,10.05,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,52.43,0.00
2880,0.00,2.09,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,-7.25,0.00,0.00
2881,0.38,0.20,0.38,2.00,0.00,0.78,0.37,0.40,0.00,0.00,0.13,0.00,0.38
2882,1.56,0.72,1.14,2.00,0.96,0.00,0.61,0.00,5.40,0.00,-15.95,0.60,0.96
2883,0.20,0.23,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2884,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2885,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,-9.45,0.00,0.00
2886,0.00,0.00,0.00,0.20,0.00,1.67,0.00,0.20,0.00,0.00,0.00,0.00,0.20
2887,0.00,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,-10.14,1.36,0.00
2896,0.00,0.38,0.00,0.00,0.20,0.00,0.00,0.00,1.46,0.00,-7.66,0.00,0.20
2897,0.77,0.20,1.23,0.00,0.00,0.86,0.00,0.45,3.80,0.54,-2.00,0.81,0.00
2900,0.00,0.00,0.00,0.00,0.37,0.40,0.31,0.00,0.44,0.31,0.00,8.49,0.00
2901,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00
2912,0.00,0.20,0.22,1.84,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00
2913,0.00,0.00,0.00,1.73,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.20
2916,0.24,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,1.43,-9.77,0.00,0.00
2917,0.00,0.00,0.20,1.49,0.20,0.00,0.20,0.00,0.59,0.00,0.00,0.00,0.00
2928,0.00,0.00,0.20,0.00,0.00,0.20,0.20,0.20,2.99,0.00,0.00,0.00,0.00
2929,0.00,0.00,0.00,1.30,0.00,0.26,0.24,0.00,0.20,1.17,0.00,0.00,0.25
2932,0.28,0.00,0.20,0.00,0.00,0.00,0.20,1.37,0.00,0.00,-10.14,0.00,0.00
2933,0.00,0.22,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3008,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00
3009,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,1.11,0.00,0.79,0.00
3010,0.00,0.00,0.20,0.00,0.20,0.00,0.00,0.20,0.00,1.49,-9.22,0.00,0.00
3011,0.20,0.00,0.00,0.00,0.00,0.82,0.00,0.20,2.63,0.00,0.00,0.00,0.20
3024,0.00,1.04,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,-9.22,0.00,0.00
3025,0.00,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3040,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.20,0.00,0.00,0.00,4.13,0.25
3041,0.00,0.82,0.00,0.00,0.24,0.00,0.00,0.00,2.97,0.00,-9.91,0.47,0.00
3056,0.20,0.00,0.00,0.00,0.20,0.00,0.20,0.00,0.00,11.05,-10.14,0.00,0.00
3057,0.00,0.00,0.00,0.00,0.57,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3716,-1.78,0.00,0.00,0.00,-3.34,4.19,-4.14,0.00,0.00,0.00,0.00,0.00,0.00
3717,-7.47,0.00,7.85,19.10,-2.09,2.41,-8.06,2.41,1.96,-0.13,-0.62,100.50,-0.75
3718,0.00,0.00,0.00,0.00,0.00,0.00,-4.14,-1.58,0.00,0.00,0.00,0.00,0.00
3719,0.00,-2.13,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,-0.30
3732,0.00,0.00,0.00,0.00,0.00,-0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3733,0.00,0.00,0.00,52.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
3748,0.00,0.00,0.00,0.00,0.00,0.00,-3.36,0.00,0.00,0.00,0.00,88.28,0.00
3749,0.00,0.00,0.00,89.50,0.00,0.00,-2.09,0.00,0.00,0.00,0.00,0.00,0.00
3764,0.00,-3.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.69
3765,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
