StateIndex,SetPlugZ1=OFF,SetPlugZ1=ON,SetPlugZ2=OFF,SetPlugZ2=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.04,0.00,0.00,0.00,0.00,0.00
128,0.00,0.00,-0.04,0.00,-0.54,0.00,0.00,0.00,0.00,-0.55,0.00,1.53,0.00,0.00,-0.29
129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.48,0.00,0.00,0.00,0.00,0.00,-0.04,0.00
130,0.00,-0.54,-0.04,0.00,-0.54,0.00,0.00,0.00,-0.54,0.00,0.00,15.65,0.00,0.00,0.00
131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00
136,0.00,0.00,0.00,0.00,0.00,27.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
137,0.00,-0.54,0.00,0.00,0.00,26.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
138,0.00,0.00,0.00,23.97,-0.54,0.00,0.00,0.00,-0.54,0.00,0.33,0.00,-0.04,-0.04,-0.29
139,0.00,0.00,-0.04,9.42,-0.54,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
160,-0.54,0.00,0.00,0.00,-0.54,0.00,-0.54,-0.54,-0.54,17.94,0.00,0.00,-0.02,0.00,0.00
168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00
192,-0.54,0.00,0.00,14.60,0.00,0.00,0.00,0.00,-0.54,0.00,-0.04,-0.04,0.00,-0.04,0.00
200,0.00,0.00,0.00,10.82,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00
224,-0.54,0.00,0.00,0.00,-0.54,32.54,-0.54,0.00,-0.54,-0.47,0.00,0.00,0.00,-0.04,0.00
232,0.00,0.00,0.00,7.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,-0.29
256,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.82,0.00,0.00,0.00,0.00,-0.04,0.00
257,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.04,0.00,0.00,0.00,0.00,0.00,0.00
258,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.56,0.00,0.00,0.00
259,0.00,0.00,0.00,0.00,0.00,4.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
260,0.00,0.00,0.00,0.00,0.00,16.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
261,0.00,0.00,0.00,0.00,0.00,16.48,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29
262,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.24,0.00,0.00,0.00
263,-0.54,0.00,0.00,0.00,-0.54,0.00,-0.54,0.00,0.00,0.00,0.00,27.51,-0.04,0.00,-0.29
288,0.00,0.00,0.00,0.88,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00
292,-0.54,41.64,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
320,0.00,27.53,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,-0.29
324,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.17,0.00
352,0.00,0.00,0.00,0.00,0.00,21.91,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00
356,0.00,0.00,-0.04,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00
384,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,-0.04,-0.04,-0.29
385,0.00,58.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
386,0.00,0.00,0.00,23.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
387,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
416,0.00,0.00,0.00,0.00,0.00,76.43,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
448,0.00,0.00,-0.04,26.02,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
480,0.00,41.80,0.00,0.00,-0.54,0.00,0.75,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2593,0.00,-0.52,8.51,1.68,2.47,2.08,0.00,98.01,0.63,0.00,7.63,0.00,23.38,0.00,0.00
2597,-0.54,0.00,0.00,0.00,-0.54,24.37,-0.54,0.00,-0.54,0.00,-2.09,-0.04,-0.04,0.00,-0.29
2601,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,17.43,0.00,0.00,0.00,0.30,0.00,0.00,0.00
2605,0.00,0.00,0.00,0.00,0.00,5.43,-0.54,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00
2625,-0.54,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.01,0.00,0.00,0.00
2629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,21.25,0.00
2633,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.70,0.00,0.00,0.00,0.00,0.00
2637,0.00,0.00,0.00,0.00,0.00,24.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2721,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.85,0.00,0.00
2729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,0.00,0.00
2753,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.81,0.00,0.00,0.00
2761,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.71,0.00,0.00
2849,0.00,0.00,0.00,0.00,-0.54,0.00,-0.54,0.00,0.00,0.00,-2.01,0.00,0.00,0.00,-0.29
2853,0.00,41.93,0.00,0.00,-0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2881,-0.54,0.00,0.00,0.00,0.00,7.80,0.00,0.00,0.00,-0.54,0.00,0.00,-0.04,-0.04,0.00
2885,-0.54,0.00,-0.04,0.00,-0.54,0.00,-2.09,-0.54,0.00,0.00,0.00,0.00,0.00,19.75,0.00
2977,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00
3009,0.00,0.00,0.00,17.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5136,9.62,85.00,-0.13,-0.18,5.30,-1.08,0.99,-1.87,4.49,-1.48,2.44,-0.05,0.70,1.56,6.81
5137,0.00,0.00,0.00,0.86,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5138,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5139,0.00,0.00,0.00,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,-0.05,19.10,0.00,0.00,0.00
5140,0.00,-0.55,-0.09,-0.05,-4.14,-0.55,-0.55,0.36,-0.55,0.00,-0.05,-0.05,-0.05,0.00,-0.30
5141,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,27.24,-0.30
5142,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00
5143,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5144,10.09,5.66,0.00,0.82,-4.14,0.00,6.64,-0.47,0.00,100.50,0.00,-0.05,0.00,5.93,-0.30
5145,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,14.77,0.00
5147,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,19.10,0.00
5150,3.62,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5151,0.00,0.00,0.00,0.00,-4.14,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5154,-0.55,85.00,0.00,-0.05,0.00,10.05,-0.55,0.00,0.00,0.24,-3.44,-0.05,0.00,0.00,6.26
5158,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,-4.14,0.00,0.00,0.00,0.00
5162,0.00,8.01,0.00,0.86,8.40,19.10,6.64,0.00,0.00,100.50,0.00,8.83,0.00,0.00,0.00
5166,0.00,0.00,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5168,0.00,7.00,-0.05,0.00,-4.14,0.00,0.00,-0.55,0.00,-0.55,0.00,-0.05,-0.05,0.00,-0.30
5169,0.00,0.00,0.00,10.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5172,-0.55,-0.55,0.00,0.00,0.00,0.00,-0.55,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5173,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,-0.55,0.00,-0.05,-0.05,0.00,72.12,0.00
5176,0.00,0.00,-0.05,-0.05,-4.14,-0.55,-0.55,-0.55,0.00,74.95,0.00,-0.05,0.00,0.00,0.00
5177,0.00,-0.55,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.96,-0.05,0.00,0.00,0.00
5180,0.00,0.00,-0.05,-0.05,-4.14,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00
5181,-0.55,0.00,0.00,0.00,-1.75,-0.55,0.00,-0.55,-0.55,19.10,0.00,0.00,0.00,0.00,0.00
5186,-0.55,0.00,0.00,7.21,-0.55,0.00,0.00,0.00,-0.55,0.00,-0.05,0.00,0.00,-0.05,-0.30
5190,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5194,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,-0.05,0.00,0.00
5198,0.00,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00
5200,-0.55,-0.55,-0.05,-0.05,-4.14,-0.55,7.10,-0.55,-0.55,-0.55,0.00,0.00,-0.05,0.00,-0.30
5201,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5204,0.00,0.00,0.00,0.00,-4.14,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,27.24,0.00
5205,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
5208,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,-0.55,0.00,0.00,9.50,0.00,-0.05,0.00
5209,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00
5212,0.00,0.00,0.24,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.05,0.00,0.00
5213,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,57.24,0.00
5217,-0.97,-0.55,-0.05,-0.09,5.91,-0.31,-1.60,3.75,-1.04,86.62,-2.09,-0.05,-0.05,-0.09,7.23
5221,0.00,5.58,-0.05,-0.09,-0.55,-0.55,0.00,-0.55,0.00,0.00,-1.46,0.00,-0.05,0.00,0.00
5225,-0.55,-0.55,-0.05,-0.05,-0.55,0.00,-2.09,-0.55,-0.55,53.37,-2.09,-0.05,-0.05,-0.05,-0.30
5229,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,47.96,0.00,0.00,0.00,0.00,0.00
5232,-0.55,14.83,0.00,-0.05,-4.14,0.00,0.00,-1.04,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00
5233,-0.55,0.00,-0.05,-0.05,29.13,0.00,-0.55,-0.55,0.00,-0.55,0.00,0.00,0.00,-0.05,-0.30
5236,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00
5237,-0.55,-0.55,-0.05,0.00,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,-0.05,19.10,-0.30
5240,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.46,-0.05,-0.05,-0.05,-0.05,0.00
5241,2.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5245,-0.55,0.00,0.00,0.00,-0.55,-0.55,-0.55,-0.55,-0.55,0.00,0.00,0.00,-0.05,0.00,0.00
5264,0.00,-0.55,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.09,0.00,-0.30
5265,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,0.00
5266,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,27.24,-0.55,0.00,-0.05,0.00,0.00,-0.05,0.00
5267,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5272,0.00,0.00,0.00,61.56,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5273,0.00,0.00,-0.05,0.00,0.00,-0.55,0.00,0.00,-0.55,65.46,0.00,-0.05,0.00,0.00,0.00
5274,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00
5275,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5282,0.00,0.00,-0.05,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.77,0.00,9.00,-0.05,0.00
5297,0.00,0.00,-0.05,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00
5305,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,-0.05,0.00,0.00,0.00
5314,0.00,0.00,0.00,52.43,-0.55,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00
5322,6.36,0.00,0.00,0.00,0.00,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
5328,-0.55,0.00,-0.05,19.10,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00,0.00,0.00
5336,-0.55,0.00,-0.05,0.00,-4.14,-0.55,0.00,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5345,0.00,0.00,0.00,4.19,0.00,0.00,-2.09,0.00,0.00,0.00,-1.91,0.00,1.01,0.00,-0.30
5353,0.00,-0.55,-0.05,-0.05,-0.55,-0.55,-2.06,-0.55,-0.55,0.00,-1.73,-0.05,-0.05,-0.05,0.00
5360,0.00,0.00,0.00,52.43,0.00,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00,0.00,-0.30
5361,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5368,0.00,0.00,-0.05,10.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00
5369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.05,0.00
5392,-0.55,10.05,-0.05,-0.05,-4.14,-0.55,-0.55,-0.55,-0.59,-0.55,-0.05,-0.05,-0.05,-0.05,-0.30
5393,0.00,0.00,0.00,0.00,-4.14,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,-0.30
5394,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00
5395,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00
5396,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5397,-0.55,41.16,0.00,0.00,-3.77,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.05,0.00,0.00
5398,-0.55,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.05,19.10,-0.56
5399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
5410,0.00,47.09,0.00,-0.05,0.00,0.00,-0.55,0.00,0.51,-0.55,0.00,-0.05,0.00,-0.05,-0.30
5414,0.00,0.00,0.00,0.86,0.00,0.00,-0.55,57.24,0.00,0.00,0.00,-0.05,0.00,0.00,-0.30
5424,-0.55,10.05,0.00,0.00,0.00,-0.55,-0.55,-0.55,-0.55,0.00,0.00,-0.05,-0.05,0.00,0.00
5428,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-0.55,0.00,0.00,0.00,19.10,-0.30
5429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.52,0.00,0.00,0.00,0.00,0.00,0.00
5442,-0.55,0.00,0.00,0.00,-0.55,10.05,-3.36,-0.55,0.00,0.00,0.00,0.00,-0.05,0.00,-0.30
5446,0.00,0.00,0.00,-0.05,0.00,27.24,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5456,-0.55,19.10,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,-0.05,0.00,-0.30
5457,0.00,19.10,0.00,0.00,0.00,0.00,-0.55,0.00,-0.55,0.00,0.00,-0.05,-0.05,0.00,0.00
5461,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
5473,0.00,102.30,5.21,0.00,8.66,-0.55,-2.09,0.00,0.00,6.03,-5.16,13.05,13.04,-0.05,0.00
5477,-0.55,53.58,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,-2.09,0.00,0.00,0.00,0.00
5488,0.00,47.09,-0.05,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00,-0.30
5489,-0.55,0.00,0.00,-0.05,0.36,-0.55,0.00,0.00,-0.55,-0.55,-0.05,0.00,-0.09,-0.05,-0.30
5492,0.00,0.00,0.00,0.00,0.00,-0.55,0.36,0.00,0.00,-0.55,0.00,-0.05,0.00,0.00,-0.30
5493,-0.55,10.05,0.00,-0.05,0.36,-0.55,0.00,-0.55,-0.55,-0.55,0.00,-0.05,-0.05,0.00,-0.30
5520,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5521,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5522,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
5523,-0.55,0.00,0.00,0.00,-2.40,-0.55,-0.55,0.00,-0.55,0.00,0.00,0.00,-0.05,0.00,-0.30
5538,0.00,0.00,0.00,34.56,0.00,0.00,-1.04,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,-0.30
5552,1.91,0.00,0.00,83.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00
5553,0.00,0.00,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5570,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,-0.05,-0.05,0.00
5584,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00
5601,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.98,0.00,0.00,0.00,0.00,0.00,0.00
5617,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00
5764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.05,0.00,0.00,0.00
5765,0.00,0.00,-4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.63,0.00,0.00
5766,-0.55,0.00,0.00,-1.43,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,-3.77,0.00,0.00
5772,-0.62,0.00,-2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4.08,0.00,0.00
5773,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00
5774,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.24,0.00,0.00,0.00
5775,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.43,34.56,0.00,0.00,-0.31
5796,0.00,0.00,-3.93,-0.09,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.33,0.00,-3.42,0.00
5797,0.00,0.00,0.00,-0.82,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5804,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,-4.14,0.00,0.00
5805,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00
5828,0.00,0.00,0.00,-2.06,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.34
5829,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.48,0.00,0.00,0.00,0.00,0.00
5836,0.00,0.00,0.00,0.00,0.00,41.16,0.00,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5837,0.20,0.00,0.00,-0.05,0.00,0.00,0.00,-1.04,0.00,0.00,0.00,-0.05,0.00,-1.94,0.00
5860,-0.55,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,-0.11,0.00,0.00,0.00,-0.30
5861,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.55,0.00,0.00,0.00,0.00
5868,0.00,0.00,0.00,-2.36,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5869,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,-0.36,0.00,0.00,0.00,0.00
6021,0.00,0.00,-0.98,0.00,0.00,0.00,0.00,23.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6022,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6023,-0.55,0.00,-4.14,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,19.10,0.00,0.00,0.00
