StateIndex,SetMasterSwitch=OFF,SetMasterSwitch=ON,SetPlugZ1=OFF,SetPlugZ1=ON,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Light=OFF,SetZ1Light=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Light=OFF,SetZ2Light=ON,DO_NOTHING
5198,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5200,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
5201,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5204,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
5205,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1
5208,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5209,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5212,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5213,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0
5217,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5221,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
5225,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5229,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
5232,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5233,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
5236,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
5237,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0
5240,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5241,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
5244,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
5245,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
5392,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
5393,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
5394,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0
5395,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5396,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
5397,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
5398,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
