StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
5681,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5688,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.46,0.00,0.00,0.00
5689,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00
5696,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5697,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
5698,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5699,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5704,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5705,0.20,0.20,0.31,0.20,0.00,0.38,0.56,2.00,0.44,0.00,-6.36,0.00,0.00,0.00,0.88
5712,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
5713,0.00,1.14,0.00,0.20,0.00,0.00,0.00,0.00,1.55,0.22,0.00,0.00,0.00,0.00,0.00
5721,0.00,0.82,0.27,0.20,0.00,0.00,0.20,0.00,0.00,0.00,-10.05,0.00,0.00,0.97,0.00
5729,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5730,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00
5731,0.00,0.00,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00
5736,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00
5737,0.00,0.82,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5745,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5752,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.46,0.00,0.00,0.20
5753,0.22,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.20,0.00,0.00,0.00,1.17,0.26,0.00
7296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00,0.00,-0.30
7297,0.00,0.00,0.00,0.00,0.00,6.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7298,0.00,0.00,0.00,27.24,0.00,0.00,0.00,-0.71,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
7299,0.00,0.00,0.00,61.56,3.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7305,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,19.10,0.00,0.00,0.00
7312,0.00,0.00,0.00,-1.17,0.00,0.00,-3.44,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00
7313,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.16,0.00,0.00,0.00
7320,0.00,0.00,0.00,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7321,0.00,0.00,0.86,0.00,-1.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7424,0.00,100.50,0.00,0.00,7.61,8.53,16.00,1.67,6.43,-0.55,5.00,10.05,8.50,10.05,8.41
7425,0.00,0.00,0.00,-0.05,6.00,0.00,0.00,0.00,0.00,0.36,0.00,100.50,14.45,10.05,8.44
7427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00
7432,0.00,34.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7433,0.00,0.00,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.43,0.00
7440,0.00,0.00,0.00,0.00,-3.77,0.00,0.00,-0.68,-0.55,0.00,0.00,0.00,0.00,0.00,0.00
7441,0.00,0.00,18.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7448,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.30
7449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00
7552,0.00,0.00,-0.06,0.00,0.00,-0.31,0.00,-0.05,0.00,0.00,-1.04,52.43,0.00,0.00,0.00
7553,0.00,47.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-0.55,0.00,0.00,0.00,0.00
7554,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,-0.55,10.05,0.00,0.00,0.00
7555,0.00,0.00,-0.22,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,10.05,0.00
7560,0.00,0.00,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,0.00,0.00,0.00
7561,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,0.00,0.00,0.00
7568,0.00,0.00,0.00,-0.18,-0.05,-3.11,0.00,0.00,0.00,0.00,-0.56,0.00,0.00,0.00,0.00
7569,-0.55,0.00,0.00,-0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00
7576,0.00,41.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7577,0.00,0.00,0.00,0.00,-0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
