StateIndex,SetSpotlight=OFF,SetSpotlight=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,SetZ1Eff=OFF,SetZ1Eff=ON,SetZ1Ineff=OFF,SetZ1Ineff=ON,SetZ2Blinds=OFF,SetZ2Blinds=ON,SetZ2Eff=OFF,SetZ2Eff=ON,SetZ2Ineff=OFF,SetZ2Ineff=ON,DO_NOTHING
0,10.74,0.00,2.39,0.95,11.55,131.00,13.42,0.00,10.69,0.38,19.90,0.00,0.00,10.17,-0.29
1,0.00,0.00,0.95,0.00,-0.04,9.21,10.10,0.00,8.22,112.62,4.49,10.17,-0.35,19.32,9.27
2,4.47,131.00,0.00,4.96,11.75,0.00,0.00,0.00,0.00,0.00,3.45,19.30,11.11,0.00,5.87
3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.66,0.00
16,0.00,0.00,0.00,0.00,-0.04,16.56,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.29
24,0.00,18.68,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,0.00,0.00,0.00,0.00
2569,8.68,7.97,8.76,0.00,9.07,0.00,0.00,0.00,8.05,9.02,16.55,102.80,16.18,10.10,7.35
2577,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,27.50,0.00,0.00,0.00
5125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5126,0.00,12.31,0.00,19.10,6.93,10.05,0.00,0.00,12.12,10.05,1.17,19.10,0.00,100.50,13.47
5127,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5130,0.00,27.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5132,0.00,0.00,0.00,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,19.10,0.00
5133,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.00,41.16,0.00
5138,-0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,27.24,0.00,0.00,0.00,0.00,0.00
5140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.05,0.00,0.00,0.00
5141,-1.18,0.00,0.00,0.00,-0.05,0.00,0.00,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5145,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.11,-0.55,0.00,0.00
5148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5664,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.20,0.00,0.00,0.00,0.20
5665,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.20
5666,0.00,0.69,0.20,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5667,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,2.45,0.00
5672,0.00,0.00,0.00,0.00,0.00,1.04,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5673,0.20,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
5680,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.59,0.00,-10.14,0.00,0.00
