row_type,name,mode,profile,arm,seed,detail,value
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1004,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1004,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,true,1004,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1004,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1004,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1004,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,false,1004,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1004,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1004,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1004,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,true,1004,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1004,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1004,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1004,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,false,1004,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,true,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1005,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1005,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1005,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,false,1005,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,true,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1006,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1006,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1006,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,false,1006,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,true,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1007,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1007,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1007,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,false,1007,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,true,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1008,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1008,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1008,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,false,1008,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labband,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labband,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,true,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,true,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1009,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1009,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,lab4chain3,false,1009,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,lab4chain3,false,1009,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,true,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,true,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel0,false,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel0,false,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,true,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,true,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel4,false,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel4,false,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,true,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,true,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8,false,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8,false,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,true,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,true,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel16,false,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel16,false,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1010,first_goal,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,true,1010,benchmark,1
censoring_fraction,,phase1b_v2_redundancy_only,labrel8s,true,1010,cell_censored_fraction,0
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1010,training_metrics,1
artifact_presence,,phase1b_v2_redundancy_only,labrel8s,false,1010,first_goal,1
