table_row_id,section,root_id,run_id,branch,head_sha,local_root,local_tree_sha256,analysis_file,analysis_file_sha256,analysis_file_row,source_locator,source_columns,data_type,profile,mode_a,mode_b,condition,metric,metric_tier,direction,n,seeds,value,ci_lo,ci_hi,p_value,q_bootstrap_bh,cliffs_delta,recomputed_value,recompute_input,recompute_status,research_status,evidence_label,notes,derivation_command
P1T-0115,learning_speed_table,P1-ASIS,27440842780,kg-crosszone-coupling,866297d54750c91f4595962f9c975d2f1704f629,phase1_xzone_asis,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,phase1_xzone_asis\analysis\out\learning_speed_table.csv,79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8,20,local-sha256:79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8:phase1_xzone_asis\analysis\out\learning_speed_table.csv:row 20; named columns profile=lab3; condition=ql_true; metric=episodes_to_threshold; metric_tier=secondary_censored; direction=lower_better; n_seeds=10; mean=99.0; ci_lo=99.0; ci_hi=99.0,profile=lab3; condition=ql_true; metric=episodes_to_threshold; metric_tier=secondary_censored; direction=lower_better; n_seeds=10; mean=99.0; ci_lo=99.0; ci_hi=99.0,learning_speed_condition_mean,lab3,,,ql_true,episodes_to_threshold,secondary_censored,lower_better,10,,99.0,99.0,99.0,,,,99,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis; raw training metrics CSV files=60,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,SUPERSEDED,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0116,learning_speed_table,P1-ASIS,27440842780,kg-crosszone-coupling,866297d54750c91f4595962f9c975d2f1704f629,phase1_xzone_asis,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,phase1_xzone_asis\analysis\out\learning_speed_table.csv,79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8,21,local-sha256:79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8:phase1_xzone_asis\analysis\out\learning_speed_table.csv:row 21; named columns profile=lab3; condition=ql_true; metric=mean_first_goal; metric_tier=secondary; direction=lower_better; n_seeds=10; mean=1377.8896847730834; ci_lo=1361.832640922913; ci_hi=1393.7595919723738,profile=lab3; condition=ql_true; metric=mean_first_goal; metric_tier=secondary; direction=lower_better; n_seeds=10; mean=1377.8896847730834; ci_lo=1361.832640922913; ci_hi=1393.7595919723738,learning_speed_condition_mean,lab3,,,ql_true,mean_first_goal,secondary,lower_better,10,,1377.8896847730834,1361.832640922913,1393.7595919723738,,,,1377.8896847730834,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis; raw training metrics CSV files=60,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,SUPERSEDED,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0117,learning_speed_table,P1-ASIS,27440842780,kg-crosszone-coupling,866297d54750c91f4595962f9c975d2f1704f629,phase1_xzone_asis,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,phase1_xzone_asis\analysis\out\learning_speed_table.csv,79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8,22,local-sha256:79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8:phase1_xzone_asis\analysis\out\learning_speed_table.csv:row 22; named columns profile=lab3; condition=ql_false; metric=auc_goal; metric_tier=primary; direction=higher_better; n_seeds=10; mean=0.9825941980660222; ci_lo=0.980210070023341; ci_hi=0.9851121207069022,profile=lab3; condition=ql_false; metric=auc_goal; metric_tier=primary; direction=higher_better; n_seeds=10; mean=0.9825941980660222; ci_lo=0.980210070023341; ci_hi=0.9851121207069022,learning_speed_condition_mean,lab3,,,ql_false,auc_goal,primary,higher_better,10,,0.9825941980660222,0.980210070023341,0.9851121207069022,,,,0.982594198066022,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis; raw training metrics CSV files=60,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,SUPERSEDED,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0118,learning_speed_table,P1-ASIS,27440842780,kg-crosszone-coupling,866297d54750c91f4595962f9c975d2f1704f629,phase1_xzone_asis,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,phase1_xzone_asis\analysis\out\learning_speed_table.csv,79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8,23,local-sha256:79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8:phase1_xzone_asis\analysis\out\learning_speed_table.csv:row 23; named columns profile=lab3; condition=ql_false; metric=auc_reward; metric_tier=secondary; direction=higher_better; n_seeds=10; mean=220.5226408802934; ci_lo=213.10627750916967; ci_hi=227.39863371123707,profile=lab3; condition=ql_false; metric=auc_reward; metric_tier=secondary; direction=higher_better; n_seeds=10; mean=220.5226408802934; ci_lo=213.10627750916967; ci_hi=227.39863371123707,learning_speed_condition_mean,lab3,,,ql_false,auc_reward,secondary,higher_better,10,,220.5226408802934,213.10627750916967,227.39863371123707,,,,220.5226408802934,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis; raw training metrics CSV files=60,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,SUPERSEDED,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0119,learning_speed_table,P1-ASIS,27440842780,kg-crosszone-coupling,866297d54750c91f4595962f9c975d2f1704f629,phase1_xzone_asis,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,phase1_xzone_asis\analysis\out\learning_speed_table.csv,79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8,24,local-sha256:79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8:phase1_xzone_asis\analysis\out\learning_speed_table.csv:row 24; named columns profile=lab3; condition=ql_false; metric=episodes_to_threshold; metric_tier=secondary_censored; direction=lower_better; n_seeds=10; mean=99.0; ci_lo=99.0; ci_hi=99.0,profile=lab3; condition=ql_false; metric=episodes_to_threshold; metric_tier=secondary_censored; direction=lower_better; n_seeds=10; mean=99.0; ci_lo=99.0; ci_hi=99.0,learning_speed_condition_mean,lab3,,,ql_false,episodes_to_threshold,secondary_censored,lower_better,10,,99.0,99.0,99.0,,,,99,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis; raw training metrics CSV files=60,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,SUPERSEDED,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0120,learning_speed_table,P1-ASIS,27440842780,kg-crosszone-coupling,866297d54750c91f4595962f9c975d2f1704f629,phase1_xzone_asis,75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9,phase1_xzone_asis\analysis\out\learning_speed_table.csv,79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8,25,local-sha256:79fae6399aeb94f0acb7191b16f116225409f05c1a862979b0ee231fe4b8c4e8:phase1_xzone_asis\analysis\out\learning_speed_table.csv:row 25; named columns profile=lab3; condition=ql_false; metric=mean_first_goal; metric_tier=secondary; direction=lower_better; n_seeds=10; mean=1378.8353329004772; ci_lo=1361.4573169025794; ci_hi=1396.6182533056663,profile=lab3; condition=ql_false; metric=mean_first_goal; metric_tier=secondary; direction=lower_better; n_seeds=10; mean=1378.8353329004772; ci_lo=1361.4573169025794; ci_hi=1396.6182533056663,learning_speed_condition_mean,lab3,,,ql_false,mean_first_goal,secondary,lower_better,10,,1378.8353329004772,1361.4573169025794,1396.6182533056663,,,,1378.8353329004772,local-tree-sha256:75a9c8ccea76c0bd52cef6cd0dad34bf2f4ffe8c13501690b59f8cbe186b52a9:phase1_xzone_asis; raw training metrics CSV files=60,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,SUPERSEDED,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0121,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,profile=lab1; mode=ql_false; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,final_policy_mean,lab1,,,ql_false,goal_rate,,,10,,1.0,1.0,1.0,,,,1,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0122,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; avg_steps_mean=0.5; avg_steps_ci_lo=0.5; avg_steps_ci_hi=0.5,profile=lab1; mode=ql_false; n_seeds=10; avg_steps_mean=0.5; avg_steps_ci_lo=0.5; avg_steps_ci_hi=0.5,final_policy_mean,lab1,,,ql_false,avg_steps,,,10,,0.5,0.5,0.5,,,,0.5,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0123,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; avg_dev_mean=1.125; avg_dev_ci_lo=1.125; avg_dev_ci_hi=1.125,profile=lab1; mode=ql_false; n_seeds=10; avg_dev_mean=1.125; avg_dev_ci_lo=1.125; avg_dev_ci_hi=1.125,final_policy_mean,lab1,,,ql_false,avg_dev,,,10,,1.125,1.125,1.125,,,,1.125,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0124,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; avg_energy_mean=4.345; avg_energy_ci_lo=4.2875; avg_energy_ci_hi=4.395,profile=lab1; mode=ql_false; n_seeds=10; avg_energy_mean=4.345; avg_energy_ci_lo=4.2875; avg_energy_ci_hi=4.395,final_policy_mean,lab1,,,ql_false,avg_energy,,,10,,4.345,4.2875,4.395,,,,4.345,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0125,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; avg_wasted_mean=0.45999999999999996; avg_wasted_ci_lo=0.43999999999999995; avg_wasted_ci_hi=0.48,profile=lab1; mode=ql_false; n_seeds=10; avg_wasted_mean=0.45999999999999996; avg_wasted_ci_lo=0.43999999999999995; avg_wasted_ci_hi=0.48,final_policy_mean,lab1,,,ql_false,avg_wasted,,,10,,0.45999999999999996,0.43999999999999995,0.48,,,,0.45999999999999996,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0126,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; avg_cycling_mean=0.0; avg_cycling_ci_lo=0.0; avg_cycling_ci_hi=0.0,profile=lab1; mode=ql_false; n_seeds=10; avg_cycling_mean=0.0; avg_cycling_ci_lo=0.0; avg_cycling_ci_hi=0.0,final_policy_mean,lab1,,,ql_false,avg_cycling,,,10,,0.0,0.0,0.0,,,,0,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0127,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,2,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 2; named columns profile=lab1; mode=ql_false; n_seeds=10; avg_redundant_mean=0.45999999999999996; avg_redundant_ci_lo=0.43999999999999995; avg_redundant_ci_hi=0.48,profile=lab1; mode=ql_false; n_seeds=10; avg_redundant_mean=0.45999999999999996; avg_redundant_ci_lo=0.43999999999999995; avg_redundant_ci_hi=0.48,final_policy_mean,lab1,,,ql_false,avg_redundant,,,10,,0.45999999999999996,0.43999999999999995,0.48,,,,0.45999999999999996,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0128,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,3,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 3; named columns profile=lab1; mode=ql_true; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,profile=lab1; mode=ql_true; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,final_policy_mean,lab1,,,ql_true,goal_rate,,,10,,1.0,1.0,1.0,,,,1,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0129,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,3,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 3; named columns profile=lab1; mode=ql_true; n_seeds=10; avg_steps_mean=0.5; avg_steps_ci_lo=0.5; avg_steps_ci_hi=0.5,profile=lab1; mode=ql_true; n_seeds=10; avg_steps_mean=0.5; avg_steps_ci_lo=0.5; avg_steps_ci_hi=0.5,final_policy_mean,lab1,,,ql_true,avg_steps,,,10,,0.5,0.5,0.5,,,,0.5,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0130,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,3,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 3; named columns profile=lab1; mode=ql_true; n_seeds=10; avg_dev_mean=1.125; avg_dev_ci_lo=1.125; avg_dev_ci_hi=1.125,profile=lab1; mode=ql_true; n_seeds=10; avg_dev_mean=1.125; avg_dev_ci_lo=1.125; avg_dev_ci_hi=1.125,final_policy_mean,lab1,,,ql_true,avg_dev,,,10,,1.125,1.125,1.125,,,,1.125,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0131,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,3,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 3; named columns profile=lab1; mode=ql_true; n_seeds=10; avg_energy_mean=4.380000000000001; avg_energy_ci_lo=4.3225; avg_energy_ci_hi=4.445,profile=lab1; mode=ql_true; n_seeds=10; avg_energy_mean=4.380000000000001; avg_energy_ci_lo=4.3225; avg_energy_ci_hi=4.445,final_policy_mean,lab1,,,ql_true,avg_energy,,,10,,4.380000000000001,4.3225,4.445,,,,4.380000000000001,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0132,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,3,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 3; named columns profile=lab1; mode=ql_true; n_seeds=10; avg_wasted_mean=0.45500000000000007; avg_wasted_ci_lo=0.4375; avg_wasted_ci_hi=0.47250000000000003,profile=lab1; mode=ql_true; n_seeds=10; avg_wasted_mean=0.45500000000000007; avg_wasted_ci_lo=0.4375; avg_wasted_ci_hi=0.47250000000000003,final_policy_mean,lab1,,,ql_true,avg_wasted,,,10,,0.45500000000000007,0.4375,0.47250000000000003,,,,0.45500000000000007,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0133,summary_table_ci,P1-BUMP-S1-10,27461188614,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped,e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343,phase1_xzone_bumped\analysis\out\summary_table_ci.csv,a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2,3,local-sha256:a46625e66bb3d9a8f6bfb4fe06f699dfc201cf7bd90dad9fb5b293868d537cf2:phase1_xzone_bumped\analysis\out\summary_table_ci.csv:row 3; named columns profile=lab1; mode=ql_true; n_seeds=10; avg_cycling_mean=0.0; avg_cycling_ci_lo=0.0; avg_cycling_ci_hi=0.0,profile=lab1; mode=ql_true; n_seeds=10; avg_cycling_mean=0.0; avg_cycling_ci_lo=0.0; avg_cycling_ci_hi=0.0,final_policy_mean,lab1,,,ql_true,avg_cycling,,,10,,0.0,0.0,0.0,,,,0,local-tree-sha256:e9d706b2f7828bb65bdb9d091269681b0f9acddd263c7d438777340b8a5b5343:phase1_xzone_bumped; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
