table_row_id,section,root_id,run_id,branch,head_sha,local_root,local_tree_sha256,analysis_file,analysis_file_sha256,analysis_file_row,source_locator,source_columns,data_type,profile,mode_a,mode_b,condition,metric,metric_tier,direction,n,seeds,value,ci_lo,ci_hi,p_value,q_bootstrap_bh,cliffs_delta,recomputed_value,recompute_input,recompute_status,research_status,evidence_label,notes,derivation_command
P1T-0272,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,6,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 6; named columns profile=lab2; mode=ql_true; n_seeds=10; avg_energy_mean=9.89375; avg_energy_ci_lo=9.695000000000002; avg_energy_ci_hi=10.09,profile=lab2; mode=ql_true; n_seeds=10; avg_energy_mean=9.89375; avg_energy_ci_lo=9.695000000000002; avg_energy_ci_hi=10.09,final_policy_mean,lab2,,,ql_true,avg_energy,,,10,,9.89375,9.695000000000002,10.09,,,,9.89375,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0273,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,6,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 6; named columns profile=lab2; mode=ql_true; n_seeds=10; avg_wasted_mean=1.075; avg_wasted_ci_lo=1.0174999999999998; avg_wasted_ci_hi=1.1337499999999998,profile=lab2; mode=ql_true; n_seeds=10; avg_wasted_mean=1.075; avg_wasted_ci_lo=1.0174999999999998; avg_wasted_ci_hi=1.1337499999999998,final_policy_mean,lab2,,,ql_true,avg_wasted,,,10,,1.075,1.0174999999999998,1.1337499999999998,,,,1.075,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0274,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,6,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 6; named columns profile=lab2; mode=ql_true; n_seeds=10; avg_cycling_mean=0.45625; avg_cycling_ci_lo=0.39375; avg_cycling_ci_hi=0.5125,profile=lab2; mode=ql_true; n_seeds=10; avg_cycling_mean=0.45625; avg_cycling_ci_lo=0.39375; avg_cycling_ci_hi=0.5125,final_policy_mean,lab2,,,ql_true,avg_cycling,,,10,,0.45625,0.39375,0.5125,,,,0.45625,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0275,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,6,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 6; named columns profile=lab2; mode=ql_true; n_seeds=10; avg_redundant_mean=1.53125; avg_redundant_ci_lo=1.4149999999999998; avg_redundant_ci_hi=1.645,profile=lab2; mode=ql_true; n_seeds=10; avg_redundant_mean=1.53125; avg_redundant_ci_lo=1.4149999999999998; avg_redundant_ci_hi=1.645,final_policy_mean,lab2,,,ql_true,avg_redundant,,,10,,1.53125,1.4149999999999998,1.645,,,,1.53125,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0276,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,profile=lab2; mode=rule_based; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,final_policy_mean,lab2,,,rule_based,goal_rate,,,10,,1.0,1.0,1.0,,,,1,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0277,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; avg_steps_mean=0.9375; avg_steps_ci_lo=0.9375; avg_steps_ci_hi=0.9375,profile=lab2; mode=rule_based; n_seeds=10; avg_steps_mean=0.9375; avg_steps_ci_lo=0.9375; avg_steps_ci_hi=0.9375,final_policy_mean,lab2,,,rule_based,avg_steps,,,10,,0.9375,0.9375,0.9375,,,,0.9375,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0278,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; avg_dev_mean=3.4375; avg_dev_ci_lo=3.4375; avg_dev_ci_hi=3.4375,profile=lab2; mode=rule_based; n_seeds=10; avg_dev_mean=3.4375; avg_dev_ci_lo=3.4375; avg_dev_ci_hi=3.4375,final_policy_mean,lab2,,,rule_based,avg_dev,,,10,,3.4375,3.4375,3.4375,,,,3.4375,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0279,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; avg_energy_mean=9.825; avg_energy_ci_lo=9.69125; avg_energy_ci_hi=9.94625,profile=lab2; mode=rule_based; n_seeds=10; avg_energy_mean=9.825; avg_energy_ci_lo=9.69125; avg_energy_ci_hi=9.94625,final_policy_mean,lab2,,,rule_based,avg_energy,,,10,,9.825,9.69125,9.94625,,,,9.825,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0280,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; avg_wasted_mean=0.88125; avg_wasted_ci_lo=0.86; avg_wasted_ci_hi=0.9025000000000001,profile=lab2; mode=rule_based; n_seeds=10; avg_wasted_mean=0.88125; avg_wasted_ci_lo=0.86; avg_wasted_ci_hi=0.9025000000000001,final_policy_mean,lab2,,,rule_based,avg_wasted,,,10,,0.88125,0.86,0.9025000000000001,,,,0.88125,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0281,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; avg_cycling_mean=0.25; avg_cycling_ci_lo=0.25; avg_cycling_ci_hi=0.25,profile=lab2; mode=rule_based; n_seeds=10; avg_cycling_mean=0.25; avg_cycling_ci_lo=0.25; avg_cycling_ci_hi=0.25,final_policy_mean,lab2,,,rule_based,avg_cycling,,,10,,0.25,0.25,0.25,,,,0.25,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0282,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,7,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 7; named columns profile=lab2; mode=rule_based; n_seeds=10; avg_redundant_mean=1.13125; avg_redundant_ci_lo=1.1099999999999999; avg_redundant_ci_hi=1.1525,profile=lab2; mode=rule_based; n_seeds=10; avg_redundant_mean=1.13125; avg_redundant_ci_lo=1.1099999999999999; avg_redundant_ci_hi=1.1525,final_policy_mean,lab2,,,rule_based,avg_redundant,,,10,,1.13125,1.1099999999999999,1.1525,,,,1.13125,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0283,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; goal_rate_mean=0.99375; goal_rate_ci_lo=0.98125; goal_rate_ci_hi=1.0,profile=lab3; mode=ql_false; n_seeds=10; goal_rate_mean=0.99375; goal_rate_ci_lo=0.98125; goal_rate_ci_hi=1.0,final_policy_mean,lab3,,,ql_false,goal_rate,,,10,,0.99375,0.98125,1.0,,,,0.99375,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0284,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; avg_steps_mean=0.9875; avg_steps_ci_lo=0.83125; avg_steps_ci_hi=1.23125,profile=lab3; mode=ql_false; n_seeds=10; avg_steps_mean=0.9875; avg_steps_ci_lo=0.83125; avg_steps_ci_hi=1.23125,final_policy_mean,lab3,,,ql_false,avg_steps,,,10,,0.9875,0.83125,1.23125,,,,0.9875,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0285,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; avg_dev_mean=2.49375; avg_dev_ci_lo=2.26875; avg_dev_ci_hi=2.76875,profile=lab3; mode=ql_false; n_seeds=10; avg_dev_mean=2.49375; avg_dev_ci_lo=2.26875; avg_dev_ci_hi=2.76875,final_policy_mean,lab3,,,ql_false,avg_dev,,,10,,2.49375,2.26875,2.76875,,,,2.49375,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0286,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; avg_energy_mean=12.61875; avg_energy_ci_lo=11.97; avg_energy_ci_hi=13.34003125,profile=lab3; mode=ql_false; n_seeds=10; avg_energy_mean=12.61875; avg_energy_ci_lo=11.97; avg_energy_ci_hi=13.34003125,final_policy_mean,lab3,,,ql_false,avg_energy,,,10,,12.61875,11.97,13.34003125,,,,12.61875,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0287,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; avg_wasted_mean=0.9262500000000001; avg_wasted_ci_lo=0.77125; avg_wasted_ci_hi=1.17375,profile=lab3; mode=ql_false; n_seeds=10; avg_wasted_mean=0.9262500000000001; avg_wasted_ci_lo=0.77125; avg_wasted_ci_hi=1.17375,final_policy_mean,lab3,,,ql_false,avg_wasted,,,10,,0.9262500000000001,0.77125,1.17375,,,,0.9262500000000001,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0288,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; avg_cycling_mean=0.30625; avg_cycling_ci_lo=0.25625; avg_cycling_ci_hi=0.36875,profile=lab3; mode=ql_false; n_seeds=10; avg_cycling_mean=0.30625; avg_cycling_ci_lo=0.25625; avg_cycling_ci_hi=0.36875,final_policy_mean,lab3,,,ql_false,avg_cycling,,,10,,0.30625,0.25625,0.36875,,,,0.30625,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0289,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,8,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 8; named columns profile=lab3; mode=ql_false; n_seeds=10; avg_redundant_mean=1.2325; avg_redundant_ci_lo=1.0425; avg_redundant_ci_hi=1.485,profile=lab3; mode=ql_false; n_seeds=10; avg_redundant_mean=1.2325; avg_redundant_ci_lo=1.0425; avg_redundant_ci_hi=1.485,final_policy_mean,lab3,,,ql_false,avg_redundant,,,10,,1.2325,1.0425,1.485,,,,1.2325,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
P1T-0290,summary_table_ci,P1-BUMP-S11-20,27462446044,kg-crosszone-coupling-bump,8a98cd82d64d6e4003c767a2b5a3a6d48a744ad1,phase1_xzone_bumped_s11_20,f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e,phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv,962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa,9,local-sha256:962f0908dbf421090dabd4d45cb195d4c3963c4ffe78a0a67e67d3ffa5b4feaa:phase1_xzone_bumped_s11_20\analysis\out\summary_table_ci.csv:row 9; named columns profile=lab3; mode=ql_true; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,profile=lab3; mode=ql_true; n_seeds=10; goal_rate_mean=1.0; goal_rate_ci_lo=1.0; goal_rate_ci_hi=1.0,final_policy_mean,lab3,,,ql_true,goal_rate,,,10,,1.0,1.0,1.0,,,,1,local-tree-sha256:f80a117fac11c1db5ce3d545b04a4e418590f97c66d3ccc8ff44c6c8cc71152e:phase1_xzone_bumped_s11_20; raw benchmark_results CSV files=90,MEAN_MATCH_FROM_RAW,POST_HOC_EXPLORATORY,DIRECT,CI copied from analysis CSV; bootstrap interval not independently recomputed in Stage 6.,node paper_notes/phase1_extract_tables.mjs paper_notes/PHASE1_TABLES.csv
