profile,condition,n_seeds,mean_first_goal,ci_lo,ci_hi
lab4,pbrs_on,20,1400.9497520182626,1380.96867939479,1420.0890829502262
lab4chain,pbrs_on,20,1455.6709633382839,1445.769734698948,1465.4729050865355
lab4dual,pbrs_on,20,1417.65658354624,1405.6935460340367,1430.1678190251087
lab5,pbrs_on,20,1348.8088915420576,1276.323246442069,1396.916653327818
