profile,condition,metric,metric_tier,direction,n_seeds,mean,ci_lo,ci_hi
lab4,ql_true,auc_goal,primary,higher_better,20,0.9843781260420139,0.9829443147715906,0.9857619206402136
lab4,ql_true,auc_reward,secondary,higher_better,20,237.11798932977658,236.1508948816272,238.058439063021
lab4,ql_true,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab4,ql_true,mean_first_goal,secondary,lower_better,20,1400.9497520182629,1380.8845313207953,1420.4704795242562
lab4,ql_false,auc_goal,primary,higher_better,20,0.984378126042014,0.9818856285428478,0.9866622207402468
lab4,ql_false,auc_reward,secondary,higher_better,20,223.0775008336112,220.35836237079025,225.86874937479163
lab4,ql_false,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab4,ql_false,mean_first_goal,secondary,lower_better,20,1404.3248714780402,1387.8085949272431,1421.0028312312868
lab4chain,ql_true,auc_goal,primary,higher_better,20,0.98539513171057,0.9838779593197735,0.9867789263087696
lab4chain,ql_true,auc_reward,secondary,higher_better,20,241.3557519173058,240.45906843947986,242.20900883627874
lab4chain,ql_true,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab4chain,ql_true,mean_first_goal,secondary,lower_better,20,1455.670963338284,1445.8229644154505,1465.7692078155198
lab4chain,ql_false,auc_goal,primary,higher_better,20,0.9608702900966989,0.9572688812937646,0.9645715238412803
lab4chain,ql_false,auc_reward,secondary,higher_better,20,228.7049766588863,226.36816167889296,230.96007835945323
lab4chain,ql_false,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab4chain,ql_false,mean_first_goal,secondary,lower_better,20,1441.670410044849,1428.650632477311,1454.412163962411
lab4dual,ql_true,auc_goal,primary,higher_better,20,0.9854784928309437,0.9843447815938647,0.9865455151717237
lab4dual,ql_true,auc_reward,secondary,higher_better,20,247.22985995331774,246.63153134378123,247.87209528176055
lab4dual,ql_true,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab4dual,ql_true,mean_first_goal,secondary,lower_better,20,1417.65658354624,1405.7951303913287,1429.993031986087
lab4dual,ql_false,auc_goal,primary,higher_better,20,0.9656885628542848,0.9617289096365456,0.9695483911303769
lab4dual,ql_false,auc_reward,secondary,higher_better,20,240.26486328776258,239.19078880460154,241.26619977492496
lab4dual,ql_false,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab4dual,ql_false,mean_first_goal,secondary,lower_better,20,1450.347947029693,1437.1987174752976,1462.974248712407
lab5,ql_true,auc_goal,primary,higher_better,20,0.9878564597426992,0.9858076458655297,0.9898967940036212
lab5,ql_true,auc_reward,secondary,higher_better,20,201.4466508769566,200.22658173164598,202.57766391801954
lab5,ql_true,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab5,ql_true,mean_first_goal,secondary,lower_better,20,1348.8088915420576,1276.4578211588573,1397.0408682388945
lab5,ql_false,auc_goal,primary,higher_better,20,0.9884650932217254,0.9868551895231659,0.9900697065162987
lab5,ql_false,auc_reward,secondary,higher_better,20,184.99667709630302,182.4553249685507,187.6016337292962
lab5,ql_false,episodes_to_threshold,secondary_censored,lower_better,20,99.0,99.0,99.0
lab5,ql_false,mean_first_goal,secondary,lower_better,20,1328.6797752600733,1238.284046350563,1401.3851730486554
